epoch,dice_coef,loss,lr,val_dice_coef,val_loss
0,0.80398733793485044,-0.80398733793485044,1e-05,0.25439034418567369,-0.25439034418567369
1,0.85324911095879297,-0.85324911095879297,1e-05,0.22724331510455711,-0.22724331510455711
2,0.86244523163997766,-0.86244523163997766,1e-05,0.48904200027818268,-0.48904200027818268
3,0.86574481713651408,-0.86574481713651408,1e-05,0.39928834464239038,-0.39928834464239038
4,0.86478115452660453,-0.86478115452660453,1e-05,0.42368824812381162,-0.42368824812381162
5,0.86799444815125126,-0.86799444815125126,1e-05,0.39256602007409802,-0.39256602007409802
6,0.87019555075000032,-0.87019555075000032,1e-05,0.50393604066060937,-0.50393604066060937
7,0.87168463552841036,-0.87168463552841036,1e-05,0.62478494644165039,-0.62478494644165039
8,0.87468270641384704,-0.87468270641384704,1e-05,0.46183474621047144,-0.46183474621047144
9,0.88032187235475789,-0.88032187235475789,1e-05,0.65039680833401892,-0.65039680833401892
10,0.87285820582900386,-0.87285820582900386,1e-05,0.66947444884673413,-0.66947444884673413
11,0.87606926277430375,-0.87606926277430375,1e-05,0.56229382105495618,-0.56229382105495618
12,0.87617472205499203,-0.87617472205499203,1e-05,0.53541063355362939,-0.53541063355362939
13,0.88300467259956128,-0.88300467259956128,1e-05,0.57171793994696241,-0.57171793994696241
14,0.88324324590991243,-0.88324324590991243,1e-05,0.68726979260859278,-0.68726979260859278
15,0.8786051869392395,-0.8786051869392395,1e-05,0.68684024266574695,-0.68684024266574695
16,0.88585427975413777,-0.88585427975413777,1e-05,0.69872490996899816,-0.69872490996899816
17,0.88988000696355651,-0.88988000696355651,1e-05,0.64540560608324793,-0.64540560608324793
18,0.88928111394246423,-0.88928111394246423,1e-05,0.66301681036534521,-0.66301681036534521
19,0.88668645331353857,-0.88668645331353857,1e-05,0.6315316739289657,-0.6315316739289657
20,0.88670552318746398,-0.88670552318746398,1e-05,0.68077149598494824,-0.68077149598494824
21,0.89190679186522359,-0.89190679186522359,1e-05,0.65391596244729089,-0.65391596244729089
22,0.88411442739794954,-0.88411442739794954,1e-05,0.71467734290205909,-0.71467734290205909
23,0.88288029456379435,-0.88288029456379435,1e-05,0.67888122926587646,-0.67888122926587646
24,0.89100860285036487,-0.89100860285036487,1e-05,0.70431744663611706,-0.70431744663611706
25,0.88982967054001005,-0.88982967054001005,1e-05,0.69143838856531226,-0.69143838856531226
26,0.88915548360708985,-0.88915548360708985,1e-05,0.73480860824170324,-0.73480860824170324
27,0.88453947715084957,-0.88453947715084957,1e-05,0.74737980054772424,-0.74737980054772424
28,0.89418159410206954,-0.89418159410206954,1e-05,0.74821251889933715,-0.74821251889933715
29,0.8933937940934692,-0.8933937940934692,1e-05,0.70270836482877319,-0.70270836482877319
30,0.89082306322425298,-0.89082306322425298,1e-05,0.74988715804141504,-0.74988715804141504
31,0.8937016785746873,-0.8937016785746873,1e-05,0.73113333660623303,-0.73113333660623303
32,0.89314132146161007,-0.89314132146161007,1e-05,0.75326614535373193,-0.75326614535373193
33,0.8924323091603289,-0.8924323091603289,1e-05,0.66742098979327991,-0.66742098979327991
34,0.88985371228420374,-0.88985371228420374,1e-05,0.74201231676599255,-0.74201231676599255
35,0.89519295427534318,-0.89519295427534318,1e-05,0.76126567695451819,-0.76126567695451819
0,0.0038239309714749605,-0.0038239309714749605,1e-05,0.0035001314599471894,-0.0035001314599471894
1,0.0045274489375790863,-0.0045274489375790863,1e-05,0.0048866529503594274,-0.0048866529503594274
2,0.0066980375329766311,-0.0066980375329766311,1e-05,0.00668763499909445,-0.00668763499909445
3,0.019283572066048481,-0.019283572066048481,1e-05,0.047216936864930649,-0.047216936864930649
4,0.13379238101870122,-0.13379238101870122,1e-05,0.069623024405344666,-0.069623024405344666
5,0.24495253749568052,-0.24495253749568052,1e-05,0.12919458633531694,-0.12919458633531694
6,0.33835775025113662,-0.33835775025113662,1e-05,0.17895868210041005,-0.17895868210041005
7,0.42272452257498344,-0.42272452257498344,1e-05,0.13049793348688146,-0.13049793348688146
8,0.46807213436172468,-0.46807213436172468,1e-05,0.2671491801738739,-0.2671491801738739
9,0.51461060661258118,-0.51461060661258118,1e-05,0.19583349512970966,-0.19583349512970966
10,0.53322868101825616,-0.53322868101825616,1e-05,0.23839151648723561,-0.23839151648723561
11,0.56903507176673773,-0.56903507176673773,1e-05,0.23552696844157966,-0.23552696844157966
