row ID,Common Filename,Parent folder,File extension,Well Position,TimePoint,FieldNumber,Green Probe,Red Probe,Far Red Probe,Green Probe Detect,Red Probe Detect,Far Red Probe Detect,CT Probe Color,Karyotype,NucleusID,CTID,Dimension 0 (Centroid),Dimension 1 (Centroid),Normalized Centriod DistanceMap,Center of Gravity in Dimension#0 (Center of Gravity),Center of Gravity in Dimension#1 (Center of Gravity),Normalized Center of Gravity DistanceMap,Size (Geometric Features 2D),Circularity (Geometric Features 2D),Convexity (Geometric Features 2D),Eccentricity (Geometric Features 2D),Main Elongation (Geometric Features 2D),Ferets Angle (Geometric Features 2D),Ferets Diameter (Geometric Features 2D),Major Axis (Geometric Features 2D),Minor Axis (Geometric Features 2D),Boundary Size (Geometric Features 2D),Boxivity (Geometric Features 2D),Roundness (Geometric Features 2D),Rugosity (Geometric Features 2D),Solidity (Geometric Features 2D),Minimum (Statistic Features),Maximum (Statistic Features),Mean (Statistic Features),Sum (Statistic Features),Skewness (Statistic Features),Median (Statistic Features),Kurtosis (Statistic Features),Standard Deviation (Statistic Features),Variance (Statistic Features),Sum Of Logs (Statistic Features),Sum Of Squares (Statistic Features),Sum Of Inverses (Statistic Features),Moment 1 About Mean (Statistic Features),Moment 2 About Mean (Statistic Features),Moment 3 About Mean (Statistic Features),Moment 4 About Mean (Statistic Features),Harmonic Mean (Statistic Features),Geometric Mean (Statistic Features),Minimum (Statistic Features) (CT Channel),Maximum (Statistic Features) (CT Channel),Mean (Statistic Features) (CT Channel),Sum (Statistic Features) (CT Channel),Skewness (Statistic Features) (CT Channel),Median (Statistic Features) (CT Channel),Kurtosis (Statistic Features) (CT Channel),Standard Deviation (Statistic Features) (CT Channel),Variance (Statistic Features) (CT Channel),Sum Of Logs (Statistic Features) (CT Channel),Sum Of Squares (Statistic Features) (CT Channel),Sum Of Inverses (Statistic Features) (CT Channel),Moment 1 About Mean (Statistic Features) (CT Channel),Moment 2 About Mean (Statistic Features) (CT Channel),Moment 3 About Mean (Statistic Features) (CT Channel),Moment 4 About Mean (Statistic Features) (CT Channel),Harmonic Mean (Statistic Features) (CT Channel),Geometric Mean (Statistic Features) (CT Channel),Size (Geometric Features 2D)_CT,Circularity (Geometric Features 2D)_CT,Convexity (Geometric Features 2D)_CT,Eccentricity (Geometric Features 2D)_CT,Main Elongation (Geometric Features 2D)_CT,Ferets Angle (Geometric Features 2D)_CT,Ferets Diameter (Geometric Features 2D)_CT,Major Axis (Geometric Features 2D)_CT,Minor Axis (Geometric Features 2D)_CT,Boundary Size (Geometric Features 2D)_CT,Boxivity (Geometric Features 2D)_CT,Roundness (Geometric Features 2D)_CT,Rugosity (Geometric Features 2D)_CT,Solidity (Geometric Features 2D)_CT,Minimum (Statistic Features)_CT,Maximum (Statistic Features)_CT,Mean (Statistic Features)_CT,Sum (Statistic Features)_CT,Skewness (Statistic Features)_CT,Median (Statistic Features)_CT,Kurtosis (Statistic Features)_CT,Standard Deviation (Statistic Features)_CT,Variance (Statistic Features)_CT,Sum Of Logs (Statistic Features)_CT,Sum Of Squares (Statistic Features)_CT,Sum Of Inverses (Statistic Features)_CT,Moment 1 About Mean (Statistic Features)_CT,Moment 2 About Mean (Statistic Features)_CT,Moment 3 About Mean (Statistic Features)_CT,Moment 4 About Mean (Statistic Features)_CT,Harmonic Mean (Statistic Features)_CT,Geometric Mean (Statistic Features)_CT,Maximum (Statistic Features)_AllCTs,Mean (Statistic Features)_AllCTs,Sum (Statistic Features)_AllCTs,Skewness (Statistic Features)_AllCTs,Median (Statistic Features)_AllCTs,Kurtosis (Statistic Features)_AllCTs,Standard Deviation (Statistic Features)_AllCTs,Variance (Statistic Features)_AllCTs,Maximum (Statistic Features)_XORAllCTs,Mean (Statistic Features)_XORAllCTs,Sum (Statistic Features)_XORAllCTs,Skewness (Statistic Features)_XORAllCTs,Median (Statistic Features)_XORAllCTs,Kurtosis (Statistic Features)_XORAllCTs,Standard Deviation (Statistic Features)_XORAllCTs,Variance (Statistic Features)_XORAllCTs,NumPixelsdistantShell1,NumPixelsdistantShell2,NumPixelsdistantShell3,NumPixelsdistantShell4,NumPixelsdistantShell5,NumPixelsAlldistantShells,NumPixelsareaShell1,NumPixelsareaShell2,NumPixelsareaShell3,NumPixelsareaShell4,NumPixelsareaShell5,NumPixelsAllareaShells,CentriodDistanceShellNumber,CenterofGravityDistanceShellNumber,TotalNumberofDistanceShells,CentriodAreaShellNumber,CenterofGravityAreaShellNumber,TotalNumberofAreaShells
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F002Zall#26#2,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F002Zall,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra,tif, D03,1,2,X,18,Y,X,18,Y,FarRed,XY,26,2,77.11827957,58.11827957,0.152315468,77.45381447,58.22569838,0.152315468,7583.5,0.767229101,0.94770538,1.886811841,0.470005446,118.8865818,132.4839613,134.9752689,71.53615745,352.4335495,0.671106195,0.529994554,1.05518025,0.984486564,239,863,574.6604603,4444424,-0.497924115,590,2.792573698,104.9436385,11013.16725,48995.6181,2.64E+09,14.00702947,-3.46E-13,11011.74326,-575481.6922,3.39E+08,552.1513334,564.0224993,568,5764,1935.27683,1.50E+07,1.244715448,1927,7.753490306,610.3618734,372541.6165,58152.03159,3.18E+10,4.431725715,7.90E-12,372493.4472,2.83E+08,1.08E+12,1745.144104,1842.744042,72.5,0.445674015,0.920980045,2.884484185,0.653317565,60.64224646,18.35755975,16.31766992,5.657049534,45.21320344,0.50877193,0.346682435,1.085799856,0.783783784,2010,4713,2744.075269,255199,1.188083408,2437,3.371327334,698.7143977,488201.8095,733.6908729,7.45E+08,0.035719383,2.54E-13,482952.3277,4.05E+08,8.04E+11,2603.628371,2668.172795,5764,3605.009901,1092318,0.047892658,3655,2.363473265,884.5092345,782356.586,3715,2021.311861,5334242,-0.686690255,2115,3.095241416,587.095159,344680.7257,88,5,0,0,0,93,46,47,0,0,0,93,1,1,5,2,2,5
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F002Zall#27#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F002Zall,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra,tif, D03,1,2,X,18,Y,X,18,Y,FarRed,XY,27,1,35.53521127,35.12676056,0.724958539,35.56728364,34.9959509,0.708786428,7243.5,0.864468564,0.953210643,1.318316805,0.241456988,78.58901687,111.1980216,110.2653818,83.64103485,324.492424,0.750528432,0.758543012,1.049086063,0.987054575,319,1274,791.4071767,5844542,-0.445592742,811,2.928320664,153.6074466,23595.24765,49128.91537,4.80E+09,9.769972727,1.46E-12,23592.05262,-1615008.893,1.63E+09,755.8874734,774.7399857,808,6185,2335.90237,1.73E+07,0.964793731,2336,6.424085586,592.4090216,350948.4489,57046.39468,4.29E+10,3.371927013,3.56E-12,350900.9271,2.01E+08,7.91E+11,2190.142305,2263.415622,120.5,0.634032044,0.924311763,1.907033147,0.475625265,227.29061,17.69180601,17.10518216,8.969525356,48.87005769,0.688571429,0.524374735,1.081886047,0.926923077,3282,6185,4335.859155,615692,0.767790938,4285,3.334327017,626.8718872,392968.363,1187.796332,2.72E+09,0.033392951,2.18E-13,390200.9802,1.89E+08,5.15E+11,4252.394408,4293.093723,6185,4335.859155,615692,0.767790938,4285,3.334327017,626.8718872,392968.363,5089,2671.711556,6011351,-0.143786006,2677,4.480836167,535.4066152,286660.2436,0,0,0,120,22,142,0,0,0,2,140,142,4,4,5,5,5,5
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F002Zall#28#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F002Zall,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra,tif, D03,1,2,X,18,Y,X,18,Y,FarRed,XY,28,1,33.16763006,70.95375723,0.677576959,33.32912583,71.09230496,0.66958952,7528.5,0.781427985,0.95199546,1.783878768,0.439423789,120.4435757,132.2308587,130.7651315,73.30382191,347.9482682,0.656052802,0.560576211,1.050425177,0.985341273,305,1054,630.3078927,4839504,-0.255091611,637,2.938728844,110.9816256,12316.92121,49365.06534,3.14E+09,12.61904787,-8.34E-13,12315.31703,-348697.9717,4.46E+08,608.4452708,619.8126219,569,6643,1859.196796,1.43E+07,2.288072612,1826,15.12421407,563.5355996,317572.372,57494.20376,2.90E+10,4.470695952,2.55E-12,317531.0106,4.09E+08,1.53E+12,1717.405988,1786.78732,149,0.676039423,0.944007255,1.92197313,0.479701363,120.4655449,19.72308292,19.09509615,9.935152497,52.627417,0.580896686,0.520298637,1.059313892,0.911314985,2763,6643,4161.751445,719983,0.562565162,3871,2.156672624,939.9577932,883520.653,1437.507983,3.15E+09,0.043602783,-4.42E-13,878413.5972,4.67E+08,1.68E+12,3967.63662,4061.447441,6643,4161.751445,719983,0.562565162,3871,2.156672624,939.9577932,883520.653,4104,2011.919559,4927191,-0.215304129,2051,3.745083281,498.5381216,248540.2586,0,0,46,121,6,173,0,0,0,76,97,173,4,4,5,5,5,5
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F002Zall#29#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F002Zall,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra,tif, D03,1,2,X,18,Y,X,18,Y,FarRed,XY,29,1,65.09248555,63.68208092,0.741171479,65.05904529,63.62843293,0.741171479,7085,0.833560097,0.951114093,1.461627077,0.315830956,69.80019338,112.9468902,114.8268038,78.5609446,326.8183259,0.676307751,0.684169044,1.051398573,0.986288021,271,1062,612.9869806,4425766,-0.346019655,622,3.664664695,104.4576059,10911.39144,46224.84753,2.79E+09,12.18743684,-8.74E-13,10909.88016,-394385.5299,4.36E+08,592.4133265,603.2510551,463,6269,2060.080194,1.49E+07,1.561957198,2034,10.69266562,595.8186947,354999.917,54799.48223,3.32E+10,3.823496993,3.07E-12,354950.748,3.30E+08,1.35E+12,1888.323703,1978.226444,149,0.655248067,0.936799768,2.054687201,0.513307914,72.47443163,19.92485885,19.7433594,9.608936773,53.45584412,0.653508772,0.486692086,1.067463971,0.892215569,2810,6269,4313.040462,746156,0.594336748,4167,2.488512595,793.8134582,630139.8065,1445.097728,3.33E+09,0.041412129,5.78E-13,626497.3799,2.97E+08,9.88E+11,4177.520058,4243.594958,6269,3623.342756,1025406,0.428690989,3555,2.257574151,1086.002478,1179401.382,3989,2267.650131,5211060,-0.868578003,2341,4.586989316,510.3477199,260454.7953,0,0,7,135,31,173,0,0,0,27,146,173,4,4,5,5,5,5
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F002Zall#29#2,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F002Zall,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra,tif, D03,1,2,X,18,Y,X,18,Y,FarRed,XY,29,2,69.23636364,93.64545455,0.308498681,68.80767413,93.58508863,0.322906673,7085,0.833560097,0.951114093,1.461627077,0.315830956,69.80019338,112.9468902,114.8268038,78.5609446,326.8183259,0.676307751,0.684169044,1.051398573,0.986288021,271,1062,612.9869806,4425766,-0.346019655,622,3.664664695,104.4576059,10911.39144,46224.84753,2.79E+09,12.18743684,-8.74E-13,10909.88016,-394385.5299,4.36E+08,592.4133265,603.2510551,463,6269,2060.080194,1.49E+07,1.561957198,2034,10.69266562,595.8186947,354999.917,54799.48223,3.32E+10,3.823496993,3.07E-12,354950.748,3.30E+08,1.35E+12,1888.323703,1978.226444,82.5,0.272342121,0.750262899,2.440461753,0.590241478,203.962489,19.6977156,16.01098448,6.560637329,61.69848481,0.475230415,0.409758522,1.332866121,0.64453125,2071,3413,2538.636364,279250,0.931329057,2442,2.883265878,338.4980514,114580.9308,861.4227153,7.21E+08,0.044030538,-4.13E-15,113539.286,3.61E+07,3.79E+10,2498.266094,2517.736579,6269,3623.342756,1025406,0.428690989,3555,2.257574151,1086.002478,1179401.382,3989,2267.650131,5211060,-0.868578003,2341,4.586989316,510.3477199,260454.7953,29,78,3,0,0,110,0,56,54,0,0,110,2,2,5,3,3,5
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F002Zall#30#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F002Zall,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra,tif, D03,1,2,X,18,Y,X,18,Y,FarRed,XY,30,1,25.87931034,53.51149425,0.628705263,25.70513399,53.61412301,0.628705263,7762,0.813587901,0.955739924,1.683220665,0.40590083,257.7160446,126.9054766,128.97704,76.62515241,346.2497834,0.802522746,0.59409917,1.046309749,0.988349144,316,1301,828.2750474,6555797,-0.661819714,859,3.074645025,156.4556681,24478.37607,53019.89625,5.62E+09,9.997958688,-6.83E-13,24475.28341,-2534624.353,1.84E+09,791.6616028,811.3181709,836,8299,2317.738598,1.83E+07,2.503039424,2265,19.02573703,591.25066,349577.343,61106.94398,4.53E+10,3.608914101,-7.74E-13,349533.1765,5.17E+08,2.33E+12,2193.180491,2253.854674,147,0.552951069,0.936667103,2.341850643,0.572987286,217.8749837,22.8035085,20.93598138,8.93993024,57.79898987,0.510416667,0.427012714,1.067615161,0.852173913,3238,8299,4671.028736,812759,1.201456526,4389,3.816621795,1152.646557,1328594.086,1465.489781,4.03E+09,0.03918665,-1.41E-12,1320958.488,1.84E+09,6.74E+12,4440.28765,4547.600749,8299,4671.028736,812759,1.201456526,4389,3.816621795,1152.646557,1328594.086,4510,2421.258052,6239582,-0.550064142,2536,3.412680467,569.970391,324866.2467,0,0,68,83,23,174,0,0,6,78,90,174,4,4,5,4,4,5
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F002Zall#31#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F002Zall,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra,tif, D03,1,2,X,18,Y,X,18,Y,FarRed,XY,31,1,37.31137725,97.32335329,0.507718205,37.38505341,97.36749292,0.507718205,6958,0.700250481,0.938382772,2.026675103,0.506581001,73.58641612,134.4804819,133.9952297,66.1157921,353.3624817,0.58953112,0.493418999,1.065663213,0.972330911,288,1094,621.5666667,4419339,-0.182045316,627,2.784963331,118.4250814,14024.49992,45593.60058,2.85E+09,11.92114053,6.68E-13,14022.52741,-302350.4267,5.48E+08,596.4194432,609.4775112,627,6199,1824.849789,1.30E+07,1.906521249,1797,12.98419375,542.5631896,294374.8147,53107.31303,2.58E+10,4.221977628,4.42E-12,294333.4118,3.05E+08,1.13E+12,1684.044926,1753.524401,146,0.735607365,0.953168825,1.315794933,0.240003153,190.0079798,17.2626765,15.63959823,11.88604533,49.9411255,0.73,0.759996847,1.049132089,0.9125,2443,6199,3886.652695,649071,0.817709597,3728,2.92756586,881.4634048,776977.7341,1376.305587,2.65E+09,0.045015531,1.99E-13,772325.1728,5.60E+08,1.77E+12,3709.830739,3794.662747,6199,3886.652695,649071,0.817709597,3728,2.92756586,881.4634048,776977.7341,3232,1967.292314,4556249,-0.810126016,2077,3.202492398,507.407993,257462.8713,0,42,87,38,0,167,0,0,56,80,31,167,3,3,5,4,4,5
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F003Zall#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F003Zall,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra,tif, D03,1,3,X,18,Y,X,18,Y,FarRed,XY,1,1,70.95283019,71.75,0.758959711,70.64508714,71.75937503,0.758959711,7730,0.824200027,0.955825902,1.556041475,0.357343608,148.1448676,121.2641744,123.7529016,79.53059325,343.3036072,0.763024337,0.642656392,1.046215632,0.985592248,205,760,483.3335874,3804802,-0.367532774,494,2.845635203,89.73014782,8051.499428,48504.40746,1.90E+09,16.96136564,-2.29E-13,8050.476626,-265528.5487,1.84E+08,464.1135725,474.2037712,522,6657,1938.446011,1.53E+07,2.087447392,1919,13.94896425,604.2426673,365109.201,59242.4926,3.25E+10,4.447259042,6.24E-12,365062.8203,4.61E+08,1.86E+12,1770.079036,1855.154287,183,0.542412347,0.9126019,2.534648942,0.605468046,189.4623222,24.33105012,24.30185988,9.587860266,65.11269837,0.635416667,0.394531954,1.095768045,0.835616438,2638,6657,4282.754717,907944,0.729618015,4084,2.907630185,900.5988983,811078.3756,1768.379032,4.06E+09,0.051575238,-7.04E-13,807252.5342,5.33E+08,1.91E+12,4110.499699,4194.001321,6657,4282.754717,907944,0.729618015,4084,2.907630185,900.5988983,811078.3756,3769,2097.095503,4896718,-0.341979238,2144,4.0260871,441.7317705,195126.957,0,0,17,163,32,212,0,0,0,27,185,212,4,4,5,5,5,5
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F003Zall#2#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F003Zall,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra,tif, D03,1,3,X,18,Y,X,18,Y,FarRed,XY,2,1,74.75,53.40116279,0.594991207,74.57525072,53.38547253,0.594991207,6217.5,0.841587869,0.952537039,1.366418659,0.268159877,160.3461759,104.0624812,104.0051508,76.11514243,304.6934342,0.738550862,0.731840123,1.049827943,0.98091031,255,878,569.5275504,3617639,-0.214162565,576,2.534670344,97.41577694,9489.833598,40203.01688,2.12E+09,11.52137975,1.37E-12,9488.339606,-197984.6202,2.28E+08,551.3228569,560.7024173,712,6844,1880.048016,1.19E+07,2.584766652,1867,17.43009626,575.8324594,331583.0213,47639.44272,2.46E+10,3.648713886,1.79E-12,331530.82,4.94E+08,1.92E+12,1740.887392,1807.883795,147.5,0.634665653,0.938402003,1.294714076,0.227628695,144.4623222,17.20465053,15.59329892,12.04381663,54.04163056,0.614583333,0.772371305,1.065641374,0.862573099,2790,6844,4174.610465,718033,0.699849364,3872,2.402193433,995.4037616,990828.6485,1429.338573,3.17E+09,0.043389015,4.23E-13,985068.0169,6.90E+08,2.36E+12,3964.137051,4064.751889,6844,4174.610465,718033,0.699849364,3872,2.402193433,995.4037616,990828.6485,3303,1870.485597,3636224,-0.44119314,2023,2.243835217,517.1705324,267465.3595,0,16,95,60,1,172,0,0,24,95,53,172,3,3,5,4,4,5
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F003Zall#3#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F003Zall,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra,tif, D03,1,3,X,18,Y,X,18,Y,FarRed,XY,3,1,61.57219251,46.5026738,0.453853428,61.29381916,46.47873516,0.453853428,6779.5,0.779981877,0.950354917,1.831761991,0.454077547,248.7971814,124.4226667,125.7443306,68.64665349,330.492424,0.672169344,0.545922453,1.052238466,0.985893987,254,861,504.2260254,3491261,-0.308604664,512,3.165666946,77.68602689,6035.118774,42999.92163,1.80E+09,14.10296328,4.04E-13,6034.247151,-144687.5684,1.15E+08,490.9606486,497.8365227,920,6386,2120.336222,1.47E+07,2.278222274,2073,12.85933683,650.9075853,423680.6846,52762.68791,3.41E+10,3.520751539,-9.82E-13,423619.4944,6.28E+08,2.31E+12,1966.62557,2039.094485,162.5,0.699207923,0.948569119,1.200845011,0.167253067,257.4711923,18.43908891,15.76250441,13.1261772,54.04163056,0.615530303,0.832746933,1.054219435,0.885558583,2725,6386,4663.368984,872050,0.006459413,4564,1.772859301,950.2389273,902954.019,1575.670651,4.23E+09,0.041889115,1.09E-12,898125.3879,5542319.103,1.45E+12,4464.166884,4564.417852,6386,4663.368984,872050,0.006459413,4564,1.772859301,950.2389273,902954.019,4765,2242.417287,5422165,-0.024344803,2316,3.768511839,567.8114711,322409.8668,0,99,75,13,0,187,0,18,100,69,0,187,3,3,5,3,3,5
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F003Zall#4#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F003Zall,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra,tif, D03,1,3,X,18,Y,X,18,Y,FarRed,XY,4,1,36.71764706,100.7623529,0.468763024,36.59053906,99.33244138,0.474609315,14799,0.867669696,0.953420813,1.27892642,0.218094189,109.1336432,155.5956298,155.2365649,121.3803722,462.9604615,0.768739286,0.781905811,1.048854804,0.986665778,232,916,530.4528667,7956793,-0.658033442,543,3.494656564,84.97704309,7221.097852,93888.78901,4.33E+09,29.17232015,1.40E-13,7220.616445,-403787.4443,1.82E+08,514.1860478,522.8280326,545,8812,2111.1054,3.17E+07,2.950564893,2090,19.88688059,718.3418322,516014.988,114117.6957,7.46E+10,7.814398797,-3.53E-13,515980.587,1.09E+09,5.30E+12,1919.533465,2013.936168,374,0.350843669,0.852492566,3.013909858,0.668205073,262.8749837,40.31128874,37.88401413,12.56972369,115.7401154,0.471966414,0.331794927,1.173030758,0.705660377,3056,8812,5061.357647,2151077,0.54463628,4875,2.629594233,1263.945098,1597557.211,3612.054284,1.16E+10,0.08919557,4.95E-12,1593798.253,1.10E+09,6.71E+12,4764.810628,4909.617215,8812,5061.357647,2151077,0.54463628,4875,2.629594233,1263.945098,1597557.211,4482,2048.836668,9420551,-0.386002132,2205,3.175867739,604.7264492,365694.0784,0,137,234,54,0,425,0,0,162,223,40,425,3,3,5,4,4,5
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F003Zall#5#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D03_T0001F003Zall,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra,tif, D03,1,3,X,18,Y,X,18,Y,FarRed,XY,5,1,37.23626374,26.57692308,0.791201651,37.16493489,26.60311859,0.791201651,6129,0.744845183,0.943398809,1.950343061,0.487269691,160.3777439,122.0901306,123.3688098,63.25492792,321.5634919,0.790777488,0.512730309,1.059997098,0.983709173,311,1083,645.9119336,4048576,-0.285769537,655,2.942025645,106.8793242,11423.18995,40465.50289,2.69E+09,10.00963974,8.06E-13,11421.36748,-348896.8343,3.84E+08,626.1963631,636.4383189,984,6509,2126.145182,1.33E+07,2.502223914,2067,14.42623221,639.5369113,409007.461,47796.63782,3.09E+10,3.160791552,-2.48E-12,408942.2077,6.55E+08,2.41E+12,1983.047568,2049.80636,159,0.779534692,0.971932967,1.746822973,0.427532145,207.897271,19.23538406,18.80520486,10.76537528,50.627417,0.615325077,0.572467855,1.02887754,0.960725076,3154,6509,4728.472527,860582,0.210821566,4667,1.931327303,875.0193095,765658.7921,1536.848011,4.21E+09,0.039835772,-4.00E-13,761451.8756,1.41E+08,1.13E+12,4568.757912,4648.128024,6509,4728.472527,860582,0.210821566,4667,1.931327303,875.0193095,765658.7921,3879,2185.145902,4612843,-0.299263245,2280,2.713329854,511.2379609,261364.2526,0,0,0,88,94,182,0,0,0,22,160,182,4,4,5,5,5,5
