row ID,Common Filename,Parent folder,File extension,Well Position,TimePoint,FieldNumber,Green Probe,Red Probe,Far Red Probe,Green Probe Detect,Red Probe Detect,Far Red Probe Detect,CT Probe Color,Karyotype,NucleusID,CTID,Dimension 0 (Centroid),Dimension 1 (Centroid),Normalized Centriod DistanceMap,Center of Gravity in Dimension#0 (Center of Gravity),Center of Gravity in Dimension#1 (Center of Gravity),Normalized Center of Gravity DistanceMap,Size (Geometric Features 2D),Circularity (Geometric Features 2D),Convexity (Geometric Features 2D),Eccentricity (Geometric Features 2D),Main Elongation (Geometric Features 2D),Ferets Angle (Geometric Features 2D),Ferets Diameter (Geometric Features 2D),Major Axis (Geometric Features 2D),Minor Axis (Geometric Features 2D),Boundary Size (Geometric Features 2D),Boxivity (Geometric Features 2D),Roundness (Geometric Features 2D),Rugosity (Geometric Features 2D),Solidity (Geometric Features 2D),Minimum (Statistic Features),Maximum (Statistic Features),Mean (Statistic Features),Sum (Statistic Features),Skewness (Statistic Features),Median (Statistic Features),Kurtosis (Statistic Features),Standard Deviation (Statistic Features),Variance (Statistic Features),Sum Of Logs (Statistic Features),Sum Of Squares (Statistic Features),Sum Of Inverses (Statistic Features),Moment 1 About Mean (Statistic Features),Moment 2 About Mean (Statistic Features),Moment 3 About Mean (Statistic Features),Moment 4 About Mean (Statistic Features),Harmonic Mean (Statistic Features),Geometric Mean (Statistic Features),Minimum (Statistic Features) (CT Channel),Maximum (Statistic Features) (CT Channel),Mean (Statistic Features) (CT Channel),Sum (Statistic Features) (CT Channel),Skewness (Statistic Features) (CT Channel),Median (Statistic Features) (CT Channel),Kurtosis (Statistic Features) (CT Channel),Standard Deviation (Statistic Features) (CT Channel),Variance (Statistic Features) (CT Channel),Sum Of Logs (Statistic Features) (CT Channel),Sum Of Squares (Statistic Features) (CT Channel),Sum Of Inverses (Statistic Features) (CT Channel),Moment 1 About Mean (Statistic Features) (CT Channel),Moment 2 About Mean (Statistic Features) (CT Channel),Moment 3 About Mean (Statistic Features) (CT Channel),Moment 4 About Mean (Statistic Features) (CT Channel),Harmonic Mean (Statistic Features) (CT Channel),Geometric Mean (Statistic Features) (CT Channel),Size (Geometric Features 2D)_CT,Circularity (Geometric Features 2D)_CT,Convexity (Geometric Features 2D)_CT,Eccentricity (Geometric Features 2D)_CT,Main Elongation (Geometric Features 2D)_CT,Ferets Angle (Geometric Features 2D)_CT,Ferets Diameter (Geometric Features 2D)_CT,Major Axis (Geometric Features 2D)_CT,Minor Axis (Geometric Features 2D)_CT,Boundary Size (Geometric Features 2D)_CT,Boxivity (Geometric Features 2D)_CT,Roundness (Geometric Features 2D)_CT,Rugosity (Geometric Features 2D)_CT,Solidity (Geometric Features 2D)_CT,Minimum (Statistic Features)_CT,Maximum (Statistic Features)_CT,Mean (Statistic Features)_CT,Sum (Statistic Features)_CT,Skewness (Statistic Features)_CT,Median (Statistic Features)_CT,Kurtosis (Statistic Features)_CT,Standard Deviation (Statistic Features)_CT,Variance (Statistic Features)_CT,Sum Of Logs (Statistic Features)_CT,Sum Of Squares (Statistic Features)_CT,Sum Of Inverses (Statistic Features)_CT,Moment 1 About Mean (Statistic Features)_CT,Moment 2 About Mean (Statistic Features)_CT,Moment 3 About Mean (Statistic Features)_CT,Moment 4 About Mean (Statistic Features)_CT,Harmonic Mean (Statistic Features)_CT,Geometric Mean (Statistic Features)_CT,Maximum (Statistic Features)_AllCTs,Mean (Statistic Features)_AllCTs,Sum (Statistic Features)_AllCTs,Skewness (Statistic Features)_AllCTs,Median (Statistic Features)_AllCTs,Kurtosis (Statistic Features)_AllCTs,Standard Deviation (Statistic Features)_AllCTs,Variance (Statistic Features)_AllCTs,Maximum (Statistic Features)_XORAllCTs,Mean (Statistic Features)_XORAllCTs,Sum (Statistic Features)_XORAllCTs,Skewness (Statistic Features)_XORAllCTs,Median (Statistic Features)_XORAllCTs,Kurtosis (Statistic Features)_XORAllCTs,Standard Deviation (Statistic Features)_XORAllCTs,Variance (Statistic Features)_XORAllCTs,NumPixelsdistantShell1,NumPixelsdistantShell2,NumPixelsdistantShell3,NumPixelsdistantShell4,NumPixelsdistantShell5,NumPixelsAlldistantShells,NumPixelsareaShell1,NumPixelsareaShell2,NumPixelsareaShell3,NumPixelsareaShell4,NumPixelsareaShell5,NumPixelsAllareaShells,CentriodDistanceShellNumber,CenterofGravityDistanceShellNumber,TotalNumberofDistanceShells,CentriodAreaShellNumber,CenterofGravityAreaShellNumber,TotalNumberofAreaShells
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F005Zall#55#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F005Zall,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra,tif, D04,1,5,X,18,Y,X,18,Y,FarRed,XY,55,1,54.51818182,70.73636364,0.478302836,54.29197251,70.79513,0.478302836,6100,0.649420035,0.926946454,2.346867977,0.57390019,108.1659565,134.714513,135.009493,57.52751936,343.5634919,0.597694524,0.42609981,1.078810966,0.974752317,306,1199,707.39728,4421233,-0.27833101,719,2.793889425,136.1453024,18535.54338,40882.82277,3.24E+09,9.224422914,-2.78E-12,18532.57769,-702375.8618,9.60E+08,677.5491604,693.1536167,561,3976,1445.48352,9034272,1.189282742,1406,6.781668841,407.2343668,165839.8295,45240.9993,1.41E+10,4.66509434,-3.92E-12,165813.2952,8.03E+07,1.87E+11,1339.737108,1392.087765,92,0.794671576,0.971119428,1.114310122,0.10258376,135,12.72792206,11.42488957,10.25288143,38.14213562,0.681481481,0.89741624,1.029739465,0.953367876,1853,3976,2837.409091,312115,0.402750003,2778,2.283563328,507.1659211,257217.2715,872.8544168,9.14E+08,0.039990014,-1.07E-13,254878.9326,5.25E+07,1.51E+11,2750.686683,2793.470904,3976,2837.409091,312115,0.402750003,2778,2.283563328,507.1659211,257217.2715,3056,1598.687584,3566672,-0.092993172,1627,3.840256463,405.2817119,164253.266,0,44,58,8,0,110,0,3,55,52,0,110,3,3,5,4,4,5
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F005Zall#56#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F005Zall,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra,tif, D04,1,5,X,18,Y,X,18,Y,FarRed,XY,56,1,61.02469136,43.73662551,0.760116994,61.00165877,43.71863408,0.760116994,7390,0.731378359,0.941250414,2.024775155,0.506118001,249.3937394,133.5440002,138.0275185,68.16930667,356.3330445,0.760432016,0.493881999,1.062416531,0.984414546,289,987,616.9225567,4652213,-0.063393292,624,2.653504817,111.0790222,12338.54917,48320.05923,2.96E+09,12.663698,7.97E-13,12336.91298,-86883.92825,4.04E+08,595.4816674,606.4644417,463,4231,1458.411749,1.10E+07,1.901703084,1438,10.58395646,395.420363,156357.2635,54695.07041,1.72E+10,5.505763867,-3.85E-12,156336.5292,1.18E+08,2.59E+11,1369.655543,1412.372479,209.5,0.473988319,0.913584344,2.820646279,0.645471321,250.906508,27.51363298,27.42972077,9.724622677,74.52691193,0.412726556,0.354528679,1.094589685,0.778810409,2050,4231,2920,709560,0.62460901,2853,3.001309167,431.0861738,185835.2893,1936.428101,2.12E+09,0.084961538,0,185070.535,5.00E+07,1.04E+11,2860.117724,2889.503372,4231,2920,709560,0.62460901,2853,3.001309167,431.0861738,185835.2893,2749,1552.954881,3992647,-0.589135564,1593,3.764520718,314.2403878,98747.02131,0,0,20,150,73,243,0,0,0,52,191,243,4,4,5,5,5,5
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F005Zall#57#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F005Zall,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra,tif, D04,1,5,X,18,Y,X,18,Y,FarRed,XY,57,1,47.97692308,86.94615385,0.4819673,47.76988205,86.90331427,0.4819673,7655.5,0.77150578,0.946327402,1.788161061,0.440766259,246.7442851,131.7004176,132.0216501,73.83096129,353.119841,0.759135307,0.559233741,1.056716732,0.983554956,309,950,629.1694416,4912555,-0.358154726,640,2.988531127,100.1412444,10028.26884,50210.76224,3.17E+09,12.77267664,-1.35E-13,10026.98448,-359674.4916,3.01E+08,611.3049144,620.5968271,549,3612,1441.838499,1.13E+07,0.820607288,1456,7.615976351,316.8300051,100381.2521,56602.6091,1.70E+10,5.695991512,-7.98E-13,100368.3959,2.61E+07,7.67E+10,1370.78856,1407.132983,110.5,0.804076498,0.967899244,1.539853047,0.350587381,216.8698976,15,14.71891633,9.558650006,41.55634919,0.657738095,0.649412619,1.033165391,0.960869565,1795,3612,2572.092308,334372,0.234188646,2488,1.796004003,480.0117157,230411.2472,1018.572592,8.90E+08,0.05231972,-3.36E-13,228638.853,2.59E+07,9.53E+10,2484.722785,2527.974796,3612,2572.092308,334372,0.234188646,2488,1.796004003,480.0117157,230411.2472,2255,1570.714807,4306900,-0.897684574,1616,3.703680493,262.2040257,68750.95111,0,49,81,0,0,130,0,5,66,59,0,130,3,3,5,4,4,5
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F005Zall#58#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F005Zall,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra,tif, D04,1,5,X,18,Y,X,18,Y,FarRed,XY,58,1,47.95769231,22.05769231,0.170449048,48.29535179,21.71028829,0.170449048,13425,0.54541898,0.815670964,1.417212048,0.29438929,267.2897969,169.1892432,155.6430112,109.8233757,556.156421,0.696863305,0.70561071,1.22598455,0.89592579,166,1317,699.2205549,9552052,0.088575692,699,3.333967443,133.2528543,17756.32317,89217.19002,6.92E+09,20.33804069,2.79E-12,17755.02339,209577.2392,1.05E+09,671.6969549,685.943296,458,4210,1440.920577,1.97E+07,0.973924159,1434,6.99732123,369.8726904,136805.8071,98911.71715,3.02E+10,10.14003944,-4.80E-12,136795.7928,4.93E+07,1.31E+11,1347.233419,1394.714277,221.5,0.382051765,0.806575668,2.008835546,0.502199171,230.440332,29.83286778,23.8020365,11.8486735,85.35533906,0.491643818,0.497800829,1.239809282,0.769097222,1604,4210,2570.884615,668430,0.662341694,2482,3.042864516,518.5662762,268910.9828,2036.441991,1.79E+09,0.105112697,-5.81E-13,267876.7098,9.24E+07,2.20E+11,2473.535612,2521.146905,4210,2570.884615,668430,0.662341694,2482,3.042864516,518.5662762,268910.9828,3350,1555.80155,6624603,0.337382689,1567,4.950091612,350.8033243,123062.9724,174,86,0,0,0,260,90,131,39,0,0,260,1,1,5,2,2,5
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F005Zall#59#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F005Zall,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra,tif, D04,1,5,X,18,Y,X,18,Y,FarRed,XY,59,1,23.37593985,32.7593985,0.527575374,23.43119981,32.94358145,0.527575374,6521,0.824391239,0.950580943,1.485071053,0.326631545,77.86867893,109.4440496,111.0416166,74.77192179,315.2792206,0.781928786,0.673368455,1.051988268,0.977075217,275,983,639.1978682,4257697,-0.065133104,644,2.633894381,116.0353778,13464.20889,42915.61051,2.81E+09,10.80303487,-4.09E-13,13462.18754,-101759.0484,4.77E+08,616.5859947,628.174486,612,5303,1572.350698,1.05E+07,1.758916187,1555,13.18960027,416.178648,173204.6671,48812.69013,1.76E+10,4.519403043,7.93E-12,173178.6643,1.27E+08,3.96E+11,1473.86722,1522.535677,112.5,0.717619639,0.963683103,1.747626158,0.427795244,69.44395478,17.08800749,15.82178901,9.053302927,44.38477631,0.703125,0.572204756,1.037685518,0.945378151,1939,5303,3136.466165,417150,1.035588192,2978,3.404619218,750.4675871,563201.5992,1067.332887,1.38E+09,0.044553327,-3.49E-13,558967.0007,4.38E+08,1.08E+12,2985.186718,3056.602543,5303,3136.466165,417150,1.035588192,2978,3.404619218,750.4675871,563201.5992,2813,1713.617011,3566037,-0.217109943,1716,2.895818124,334.3528909,111791.8557,0,11,84,38,0,133,0,0,14,92,27,133,3,3,5,4,4,5
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F005Zall#60#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F005Zall,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra,tif, D04,1,5,X,18,Y,X,18,Y,FarRed,XY,60,1,27.88392857,53.33035714,0.869160771,28.01722556,53.38189495,0.901351869,5299.5,0.77628732,0.952623664,1.772787596,0.435916631,256.7293561,108.9082182,109.3706668,61.6941742,292.8944443,0.775505578,0.564083369,1.049732478,0.977406861,339,1247,734.1327564,3987075,-0.146882987,741,2.64667424,134.8913384,18195.67316,35739.51133,3.03E+09,7.681253022,5.22E-13,18192.32283,-360515.2889,8.76E+08,707.046101,721.0079885,455,4265,1512.287792,8213235,1.317473238,1509,7.48085317,471.6975096,222498.5405,39511.94394,1.36E+10,3.945915161,7.02E-13,222457.5723,1.38E+08,3.70E+11,1376.360053,1444.128445,94.5,0.841927967,0.979061526,1.465577367,0.317675052,143.9726266,13.60147051,13.27930477,9.06080093,37.55634919,0.710526316,0.682324948,1.02138627,0.974226804,2204,4265,3163.383929,354299,0.360941763,3072,2.008650866,516.2224579,266485.626,901.1956204,1.15E+09,0.036331198,1.30E-13,264106.2901,4.97E+07,1.43E+11,3082.749961,3122.500704,4265,3163.383929,354299,0.360941763,3072,2.008650866,516.2224579,266485.626,3740,1736.005125,3048425,0.539392112,1719,4.723669595,434.8580126,189101.4911,0,0,0,34,78,112,0,0,0,0,112,112,5,5,5,5,5,5
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F005Zall#61#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F005Zall,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra,tif, D04,1,5,X,18,Y,X,18,Y,FarRed,XY,61,1,48,26.70916335,0.4601942,48.29288562,26.24080475,0.4601942,6857.5,0.835682677,0.949985143,1.317112738,0.24076355,261.2147013,111.3058848,107.2381819,81.41913657,321.119841,0.735917496,0.75923645,1.052648041,0.978175594,340,2082,925.0827852,6470029,0.821918537,825,2.857603537,345.022396,119040.4537,47309.52675,6.82E+09,8.592873781,-8.84E-12,119023.4334,3.38E+07,4.05E+10,813.9302611,866.3610983,548,16015,2112.549042,1.48E+07,4.191845986,1831,25.69228301,1374.887423,1890315.425,52772.45366,4.44E+10,3.981384902,-2.35E-11,1890045.148,1.09E+10,9.18E+13,1756.67517,1891.999392,220.5,0.562529262,0.923694027,2.5187302,0.602974546,234.4623222,25.8069758,26.59194972,10.5576809,70.18376618,0.558227848,0.397025454,1.082609578,0.835227273,3164,16015,7334.900398,1841060,0.706097635,6932,3.194398882,2651.269044,7029227.546,2217.857818,1.53E+10,0.038941747,-2.32E-13,7001222.655,1.32E+10,1.58E+14,6445.524824,6878.02569,16015,6382.649652,2750922,0.97275183,5786,3.761596598,2553.10818,6518361.377,4877,2024.482724,3984182,2.379254314,1899,9.956358758,484.2882688,234535.1273,16,84,92,59,0,251,0,30,66,92,63,251,3,3,5,4,4,5
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F005Zall#61#2,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F005Zall,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra,tif, D04,1,5,X,18,Y,X,18,Y,FarRed,XY,61,2,76.12777778,40.77222222,0.148360074,76.3244459,40.72243703,0.148360074,6857.5,0.835682677,0.949985143,1.317112738,0.24076355,261.2147013,111.3058848,107.2381819,81.41913657,321.119841,0.735917496,0.75923645,1.052648041,0.978175594,340,2082,925.0827852,6470029,0.821918537,825,2.857603537,345.022396,119040.4537,47309.52675,6.82E+09,8.592873781,-8.84E-12,119023.4334,3.38E+07,4.05E+10,813.9302611,866.3610983,548,16015,2112.549042,1.48E+07,4.191845986,1831,25.69228301,1374.887423,1890315.425,52772.45366,4.44E+10,3.981384902,-2.35E-11,1890045.148,1.09E+10,9.18E+13,1756.67517,1891.999392,144,0.283159958,0.882408668,3.162829976,0.683827456,63.43494882,31.30495168,24.08098396,7.613745964,79.9411255,0.311688312,0.316172544,1.133261759,0.59137577,2693,11160,5054.788889,909862,1.013330658,4773,3.974646373,1672.331187,2796691.598,1526.034879,5.10E+09,0.039248488,2.53E-14,2781154.422,4.74E+09,3.11E+13,4586.16397,4807.687843,16015,6382.649652,2750922,0.97275183,5786,3.761596598,2553.10818,6518361.377,4877,2024.482724,3984182,2.379254314,1899,9.956358758,484.2882688,234535.1273,171,9,0,0,0,180,116,62,2,0,0,180,1,1,5,2,2,5
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F005Zall#62#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F005Zall,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra,tif, D04,1,5,X,18,Y,X,18,Y,FarRed,XY,62,1,17.1,39.3,0.208079934,17.01488323,39.58359077,0.208079934,5630.5,0.824304518,0.954402193,1.559289785,0.358682389,233.7750557,106.606754,105.7284725,67.80553137,292.9777054,0.690280963,0.641317611,1.047776302,0.983923111,327,1206,739.6387489,4256621,-0.035859469,742,2.508442154,141.6381443,20061.36391,37907.0712,3.26E+09,8.098972275,-6.72E-13,20057.87801,-101893.0458,1.01E+09,710.5839858,725.4603827,667,5788,1538.900608,8856373,2.95104983,1519,21.19993938,419.0687939,175618.654,42063.56207,1.46E+10,3.958693306,-2.46E-12,175588.1382,2.17E+08,6.54E+11,1453.762531,1493.752079,116.5,0.477767671,0.957668133,3.702569172,0.729917267,231.7098368,24.20743687,23.43525117,6.329456677,55.35533906,0.424562682,0.270082733,1.044203065,0.91015625,1384,2427,1801.164286,252163,0.814862279,1765,3.314336849,198.8735042,39550.67066,1048.654995,4.60E+08,0.078616266,-1.02E-13,39268.16587,6409364.821,5.18E+09,1780.801949,1790.755407,5788,2558.566308,713840,0.999181936,2196,3.182884176,959.5876447,920808.4479,2489,1678.25971,2894998,-0.475136558,1699,3.388489727,266.5322898,71039.46151,78,62,0,0,0,140,8,110,22,0,0,140,1,1,5,2,2,5
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F005Zall#62#2,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F005Zall,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra,tif, D04,1,5,X,18,Y,X,18,Y,FarRed,XY,62,2,43.21582734,60.17985612,0.817176223,43.39718461,60.06092138,0.817176223,5630.5,0.824304518,0.954402193,1.559289785,0.358682389,233.7750557,106.606754,105.7284725,67.80553137,292.9777054,0.690280963,0.641317611,1.047776302,0.983923111,327,1206,739.6387489,4256621,-0.035859469,742,2.508442154,141.6381443,20061.36391,37907.0712,3.26E+09,8.098972275,-6.72E-13,20057.87801,-101893.0458,1.01E+09,710.5839858,725.4603827,667,5788,1538.900608,8856373,2.95104983,1519,21.19993938,419.0687939,175618.654,42063.56207,1.46E+10,3.958693306,-2.46E-12,175588.1382,2.17E+08,6.54E+11,1453.762531,1493.752079,119.5,0.804164403,0.967246606,1.519000531,0.341672383,194.9314172,15.5241747,15.20260371,10.00829387,43.21320344,0.721413352,0.658327617,1.033862506,0.956,2139,5788,3321.417266,461677,0.728575944,3218,2.926812441,804.3596328,646994.4188,1123.186898,1.62E+09,0.044177418,-2.19E-13,642339.7827,3.79E+08,1.23E+12,3146.403894,3230.787771,5788,2558.566308,713840,0.999181936,2196,3.182884176,959.5876447,920808.4479,2489,1678.25971,2894998,-0.475136558,1699,3.388489727,266.5322898,71039.46151,0,0,0,72,67,139,0,0,0,1,138,139,5,5,5,5,5,5
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F005Zall#63#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F005Zall,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra,tif, D04,1,5,X,18,Y,X,18,Y,FarRed,XY,63,1,45.51754386,39.68421053,0.308353662,45.48005074,39.92842853,0.308353662,5681.5,0.604426042,0.948832112,2.89307702,0.65434726,237.6875214,138.4377116,144.6660297,50.0042096,343.6883835,0.756001171,0.34565274,1.053927231,0.980752632,369,1432,855.1984195,4978110,-0.085205819,865,2.485689299,170.8400811,29186.3333,39175.54934,4.43E+09,7.115215665,-6.20E-13,29181.31933,-424852.8754,2.12E+09,818.1059119,837.1788114,498,5417,1656.267136,9641131,2.019686763,1571,11.04720402,529.0864102,279932.4295,42894.07904,1.76E+10,3.825942901,-1.80E-12,279884.3394,2.99E+08,8.66E+11,1521.455011,1585.809923,95.5,0.735830647,0.976346953,2.033047725,0.508127631,240.2551187,16.1245155,15.72282324,7.733622306,40.38477631,0.682142857,0.491872369,1.024226068,0.964646465,1868,2697,2240.552632,255423,0.037353733,2241,2.095838323,189.2045338,35798.35561,879.0453804,5.76E+08,0.05124426,-1.44E-13,35484.33495,253004.7233,2.69E+09,2224.639404,2232.605101,5417,3038.207237,923615,0.719735664,2881,2.660271015,838.0756678,702370.8249,2907,1795.610954,3803104,0.002699936,1786,2.820723298,404.796645,163860.3238,14,76,24,0,0,114,0,49,60,5,0,114,2,2,5,2,2,5
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F005Zall#63#2,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D04_T0001F005Zall,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra,tif, D04,1,5,X,18,Y,X,18,Y,FarRed,XY,63,2,56.07368421,60.04736842,0.803680122,56.00905279,60.06854916,0.803680122,5681.5,0.604426042,0.948832112,2.89307702,0.65434726,237.6875214,138.4377116,144.6660297,50.0042096,343.6883835,0.756001171,0.34565274,1.053927231,0.980752632,369,1432,855.1984195,4978110,-0.085205819,865,2.485689299,170.8400811,29186.3333,39175.54934,4.43E+09,7.115215665,-6.20E-13,29181.31933,-424852.8754,2.12E+09,818.1059119,837.1788114,498,5417,1656.267136,9641131,2.019686763,1571,11.04720402,529.0864102,279932.4295,42894.07904,1.76E+10,3.825942901,-1.80E-12,279884.3394,2.99E+08,8.66E+11,1521.455011,1585.809923,166.5,0.748521938,0.95813769,1.37496507,0.272708797,80.53767779,18.24828759,17.07292809,12.4169904,52.87005769,0.627828054,0.727291203,1.04369133,0.904891304,2414,5417,3516.8,668192,0.64863159,3374,2.595648635,700.4179493,490585.3037,1547.820693,2.44E+09,0.05606243,3.88E-13,488003.2758,2.23E+08,6.25E+11,3389.078942,3451.018556,5417,3038.207237,923615,0.719735664,2881,2.660271015,838.0756678,702370.8249,2907,1795.610954,3803104,0.002699936,1786,2.820723298,404.796645,163860.3238,0,0,29,62,99,190,0,0,2,51,137,190,4,4,5,5,5,5
