row ID,NewRowID,Common Filename,Well Position,TimePoint,FieldNumber,Green Probe,Red Probe,Far Red Probe,Green Probe Detect,Red Probe Detect,Far Red Probe Detect,Karyotype,CT Probe Color,NucleusID,CT Label,Volume (in pixel units) (Geometric Features 3D),Volume of Convex Hull (Geometric Features 3D),Minimum (Statistic Features),Maximum (Statistic Features),Mean (Statistic Features),Sum (Statistic Features),Skewness (Statistic Features),Median (Statistic Features),Kurtosis (Statistic Features),Standard Deviation (Statistic Features),Variance (Statistic Features),Harmonic Mean (Statistic Features),Geometric Mean (Statistic Features),Dimension 0 (Centroid),Dimension 1 (Centroid),Dimension 2 (Centroid),Center of Gravity in Dimension#0 (Center of Gravity),Center of Gravity in Dimension#1 (Center of Gravity),Center of Gravity in Dimension#2 (Center of Gravity),Volume (in pixel units) (Geometric Features 3D) (CT),Volume of Convex Hull (Geometric Features 3D) (CT),Minimum (Statistic Features) (CT),Maximum (Statistic Features) (CT),Mean (Statistic Features) (CT),Sum (Statistic Features) (CT),Skewness (Statistic Features) (CT),Median (Statistic Features) (CT),Kurtosis (Statistic Features) (CT),Standard Deviation (Statistic Features) (CT),Variance (Statistic Features) (CT),Harmonic Mean (Statistic Features) (CT),Geometric Mean (Statistic Features) (CT)
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall#43#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall#43,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall, D05,1,4,X,18,Y,X,18,Y,XY,FarRed,43,1,39304,40135.91667,0,1440,625.5333045,2.46E+07,-0.037937209,637,2.316335961,222.1547923,49352.75176,0,0,25.42335766,52.56934307,4.015641293,25.3750425,52.59732496,4.000914155,959,1027.833333,1027,4468,2146.748697,2058732,0.924841479,1929,3.086945715,712.6725835,507902.2113,1947.314294,2040.862856
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall#44#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall#44,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall, D05,1,4,X,18,Y,X,18,Y,XY,FarRed,44,1,77418,79675.83333,0,901,413.1667958,3.20E+07,-0.030447455,414,2.539025006,129.5954999,16794.9936,0,0,72.2322335,52.41687817,2.925761421,72.03373858,52.22901897,2.748048466,1576,1749.875,594,2691,1398.743655,2204420,0.467560346,1376,2.883277583,387.2005152,149924.239,1292.748627,1345.569194
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall#45#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall#45,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall, D05,1,4,X,18,Y,X,18,Y,XY,FarRed,45,1,54694,55813.45833,0,807,370.8417925,2.03E+07,0.059870002,367,2.558298911,112.902757,12747.03253,0,0,44.80038573,61.6316297,3.300867888,44.66337878,61.49145382,3.36825954,1037,1061.375,701,2729,1491.697203,1546890,0.466324589,1449,2.379286432,453.322327,205501.1322,1359.386717,1424.256353
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall#46#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall#46,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall, D05,1,4,X,18,Y,X,18,Y,XY,FarRed,46,1,61714,62681.125,0,777,368.4081084,2.27E+07,-0.086163626,368,2.717960887,114.1682716,13034.39423,0,0,58.81796578,39.48003802,2.904942966,58.80158452,39.4203905,2.801305865,2104,2354.708333,616,3666,1574.280894,3312287,0.802999931,1523,3.8156968,474.7199485,225359.0295,1441.828948,1506.547087
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall#47#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall#47,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall, D05,1,4,X,18,Y,X,18,Y,XY,FarRed,47,1,52515,54383.29167,0,909,420.4250785,2.21E+07,0.18432584,410,2.729691594,139.1373033,19359.18917,0,0,31.93519216,86.88997739,2.942727958,31.91221998,86.85497603,2.786436001,1327,1482.541667,578,3061,1507.081387,1999897,0.706050246,1429,3.030134099,462.3985301,213812.4006,1376.216833,1439.85805
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall#48#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall#48,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall, D05,1,4,X,18,Y,X,18,Y,XY,FarRed,48,1,54657,55924.125,0,981,450.8315861,2.46E+07,-0.196970206,461,2.664752631,150.0159055,22504.7719,0,0,53.13313162,41.70272315,2.988653555,53.15219781,41.86552455,2.865143965,1322,1409.583333,681,3624,1631.784418,2157219,0.829837556,1575,3.855121033,482.6625683,232963.1549,1500.528376,1564.576769
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall#49#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall#49,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall, D05,1,4,X,18,Y,X,18,Y,XY,FarRed,49,1,53227,54112.91667,0,1016,399.9238169,2.13E+07,0.018819053,394,2.787631204,127.9771021,16378.13866,0,0,68.84508606,28.0377568,2.943364797,68.83349795,27.92701681,2.810513932,1801,1899.791667,774,4101,1891.158245,3405976,0.587788669,1824,2.999525066,565.6508768,319960.9144,1729.592137,1809.03037
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall#5#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall#5,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall, D05,1,4,X,18,Y,X,18,Y,XY,FarRed,5,1,51697,52937.625,0,837,422.4799892,2.18E+07,-0.106817538,425,2.663084511,130.4590944,17019.57532,0,0,66.11172036,63.76627827,3.307745031,66.1331484,63.7701159,3.374267443,1459,1498.916667,646,3052,1526.009596,2226448,0.743114181,1446,3.052600408,487.2885788,237450.159,1383.995574,1452.78053
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall#50#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall#50,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall, D05,1,4,X,18,Y,X,18,Y,XY,FarRed,50,1,56345,57262.58333,0,891,418.4482208,2.36E+07,-0.137274416,424,2.575712096,138.1622562,19088.80905,0,0,30.04276069,41.52738185,3.408102026,30.01591956,41.48992054,3.528091566,1333,1369,598,2915,1340.808702,1787298,0.799781241,1279,3.360442947,432.3193718,186900.0392,1215.189783,1275.726005
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall#51#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall#51,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall, D05,1,4,X,18,Y,X,18,Y,XY,FarRed,51,1,68513,70959.20833,0,763,351.6413381,2.41E+07,0.127101795,344,2.712302805,115.1345696,13255.96911,0,0,47.96760711,77.28422153,2.591431557,48.05975688,77.20111178,2.615552839,957,1005.583333,854,4477,2018.278997,1931493,0.977443863,1851,3.524040261,667.8843858,446069.5528,1830.536225,1919.182147
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall#52#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall#52,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall, D05,1,4,X,18,Y,X,18,Y,XY,FarRed,52,1,65473,66597.58333,0,1315,510.9168054,3.35E+07,0.019012465,509,2.607186265,180.6964765,32651.21661,0,0,44.17980296,72.61724138,3.002955665,44.05820067,72.52634008,2.925392367,2030,2371.708333,700,3964,1746.285222,3544959,0.653801909,1692,3.397150101,521.663278,272132.5756,1598.134252,1670.996816
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall#53#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall#53,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall, D05,1,4,X,18,Y,X,18,Y,XY,FarRed,53,1,42250,43342.33333,0,1251,576.215929,2.43E+07,-0.161757308,594,2.302623874,207.3296772,42985.59505,0,0,45.615625,48.766875,3.4825,45.5011289,48.70046199,3.407898826,1600,1694.708333,774,3958,1840.004375,2944007,0.712537335,1761,3.087444436,586.8124444,344348.8449,1667.503224,1751.286385
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall#54#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall#54,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall, D05,1,4,X,18,Y,X,18,Y,XY,FarRed,54,1,43680,44748.75,0,1325,567.823054,2.48E+07,-0.050441922,576,2.502672164,201.1286271,40452.72464,0,0,23.31023865,61.83602771,3.015396459,23.33351762,61.85562636,2.843907512,1299,1352.416667,771,3773,1953.585065,2537707,0.561439588,1873,2.687870321,599.0392857,358848.0658,1778.222961,1864.392138
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall#55#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall#55,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall, D05,1,4,X,18,Y,X,18,Y,XY,FarRed,55,1,171891,206293.0833,0,1130,508.0625105,8.73E+07,0.061800791,513,2.378702827,173.2777397,30025.17508,0,0,52.1130151,117.625459,3.723378213,52.18103063,117.838706,3.958227116,2451,2592.083333,681,3560,1571.035496,3850608,0.871913682,1479,3.435699804,547.042316,299255.2955,1402.862885,1483.297164
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall#56#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall#56,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall, D05,1,4,X,18,Y,X,18,Y,XY,FarRed,56,1,70610,72725.375,0,844,398.193627,2.81E+07,-0.136487698,403,2.557980822,137.6691322,18952.78997,0,0,64.53921569,31.83543417,3.37745098,64.49847322,31.74416223,3.461981026,1428,1482.541667,526,3327,1395.486695,1992755,1.257649765,1288,4.562598419,506.0137678,256049.9332,1248.424775,1316.754294
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall#57#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall#57,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall, D05,1,4,X,18,Y,X,18,Y,XY,FarRed,57,1,71146,72870.83333,0,850,417.8378264,2.97E+07,-0.037200394,420,2.398374717,139.8874359,19568.49472,0,0,43.18848168,106.9328891,3.380295098,43.23268117,106.655354,3.475109094,2101,2383.708333,568,3150,1369.18277,2876653,0.63482153,1278,2.626228226,474.5397087,225187.9352,1218.300421,1290.97478
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall#58#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall#58,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall, D05,1,4,X,18,Y,X,18,Y,XY,FarRed,58,1,72911,75461.33333,0,917,427.839503,3.12E+07,-0.153582472,433,2.602694904,138.3578468,19142.89376,0,0,42.23652695,44.63173653,2.596806387,42.32693295,44.64102993,2.569779288,1002,1077.458333,717,3414,1635.016966,1638287,0.998335139,1525,3.874666221,493.4776292,243520.1705,1506.632995,1567.738483
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall#59#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall#59,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall, D05,1,4,X,18,Y,X,18,Y,XY,FarRed,59,1,65877,66943.91667,0,865,404.306541,2.66E+07,-0.153511336,417,2.411376694,143.960809,20724.71452,0,0,92.70727483,21.68071594,3.119515012,92.75728554,21.88374619,3.144583192,1732,2359.875,486,2550,1184.902425,2052251,0.937806258,1104,3.606011448,388.5718734,150988.1008,1074.218408,1126.941156
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall#6#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall#6,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall, D05,1,4,X,18,Y,X,18,Y,XY,FarRed,6,1,40545,41433.45833,0,1136,487.1066963,1.97E+07,0.107825779,481,3.10995334,152.2520765,23180.69481,0,0,46.44282744,33.64656965,3.77962578,46.28781773,33.76213298,3.78896458,481,549.0416667,1293,6123,2775.376299,1334956,1.238460592,2440,3.893159384,1008.003696,1016071.452,2495.474284,2622.212042
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall#7#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall#7,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall, D05,1,4,X,18,Y,X,18,Y,XY,FarRed,7,1,84413,85458.58333,0,878,349.4209304,2.95E+07,-0.051116259,349,2.858661576,109.8610169,12069.44304,0,0,81.73898964,75.90608808,3.068005181,81.65480486,76.2863768,3.109027877,1544,1758.333333,447,2694,1036.111399,1599756,1.359634018,975,5.370694694,358.5709221,128573.1062,936.7111743,983.0291962
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall#8#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall#8,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall, D05,1,4,X,18,Y,X,18,Y,XY,FarRed,8,1,57489,59015.91667,0,808,384.4564873,2.21E+07,-0.090761375,387,2.611097166,123.5465205,15263.74272,0,0,94.51719825,35.98186366,3.362101313,94.69998892,35.86044703,3.463580894,1599,1688.5,592,3170,1489.469669,2381662,0.674413501,1396,2.84357993,495.8546599,245871.8437,1337.96493,1411.185079
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall#9#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall#9,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F004Zall, D05,1,4,X,18,Y,X,18,Y,XY,FarRed,9,1,55263,56884.91667,0,820,384.9803123,2.13E+07,0.011266234,384,2.595424245,118.0766661,13942.09907,0,0,20.03516029,64.85108583,3.192347466,19.7827017,64.67963224,3.168713616,1934,2207.083333,0,3362,1288.605998,2492164,0.494983717,1206,4.025389887,575.7985641,331543.9864,0,0
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F005Zall#1#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F005Zall#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F005Zall, D05,1,5,X,18,Y,X,18,Y,XY,FarRed,1,1,49118,50232.33333,0,1091,547.0253268,2.69E+07,-0.372635864,559,3.161524308,156.8738852,24609.41585,0,0,62.42943548,50.74596774,1.600806452,62.62221577,50.71655904,1.343389565,496,648.625,676,2495,1353.477823,671325,0.479452959,1330,2.761077167,366.0050443,133959.6924,1257.251679,1304.87523
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F005Zall#10#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F005Zall#10,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F005Zall, D05,1,5,X,18,Y,X,18,Y,XY,FarRed,10,1,56132,57362.16667,0,1005,481.4542685,2.70E+07,-0.288171314,504,2.368655733,173.3525297,30051.09956,0,0,60.06793207,71.36763237,2.203796204,60.17121,71.53510099,1.998534153,1001,1074.25,682,3721,1718.788212,1720507,0.941949361,1587,3.377300755,564.1777708,318296.5571,1560.42563,1635.333538
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F005Zall#12#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F005Zall#12,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F005Zall, D05,1,5,X,18,Y,X,18,Y,XY,FarRed,12,1,122408,151887.2917,0,1257,523.6534295,6.41E+07,0.010445018,526,2.961307935,162.3947113,26372.04226,0,0,90.46086957,58.39913043,2.283478261,90.07548912,58.00861736,1.967343154,1150,1508.208333,533,2913,1206.05913,1386968,0.985111562,1208,5.276659235,373.5907526,139570.0505,1097.871429,1151.332052
/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F005Zall#13#1#1,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F005Zall#13,/data/gudlap/ziad/161122-EXP13-03-57-64_20161122_113217/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D05_T0001F005Zall, D05,1,5,X,18,Y,X,18,Y,XY,FarRed,13,1,45906,48145.29167,0,1084,529.3749619,2.43E+07,-0.290862508,547,2.652028005,174.2713147,30370.49112,0,0,21.8225,72.8025,1.72875,21.82887586,72.78830895,1.490099882,800,833.75,745,2483,1490.0075,1192006,0.306140938,1467,2.376456665,393.9338902,155183.9098,1385.415611,1437.621006
