row ID,Common Filename,Parent folder,File extension,Well Position,TimePoint,FieldNumber,Green Probe,Red Probe,Far Red Probe,Green Probe Detect,Red Probe Detect,Far Red Probe Detect,CT Probe Color,Karyotype,NucleusID,CTID,Dimension 0 (Centroid),Dimension 1 (Centroid),Normalized Centriod DistanceMap,Center of Gravity in Dimension#0 (Center of Gravity),Center of Gravity in Dimension#1 (Center of Gravity),Normalized Center of Gravity DistanceMap,Size (Geometric Features 2D),Circularity (Geometric Features 2D),Convexity (Geometric Features 2D),Eccentricity (Geometric Features 2D),Main Elongation (Geometric Features 2D),Ferets Angle (Geometric Features 2D),Ferets Diameter (Geometric Features 2D),Major Axis (Geometric Features 2D),Minor Axis (Geometric Features 2D),Boundary Size (Geometric Features 2D),Boxivity (Geometric Features 2D),Roundness (Geometric Features 2D),Rugosity (Geometric Features 2D),Solidity (Geometric Features 2D),Minimum (Statistic Features),Maximum (Statistic Features),Mean (Statistic Features),Sum (Statistic Features),Skewness (Statistic Features),Median (Statistic Features),Kurtosis (Statistic Features),Standard Deviation (Statistic Features),Variance (Statistic Features),Sum Of Logs (Statistic Features),Sum Of Squares (Statistic Features),Sum Of Inverses (Statistic Features),Moment 1 About Mean (Statistic Features),Moment 2 About Mean (Statistic Features),Moment 3 About Mean (Statistic Features),Moment 4 About Mean (Statistic Features),Harmonic Mean (Statistic Features),Geometric Mean (Statistic Features),Minimum (Statistic Features) (CT Channel),Maximum (Statistic Features) (CT Channel),Mean (Statistic Features) (CT Channel),Sum (Statistic Features) (CT Channel),Skewness (Statistic Features) (CT Channel),Median (Statistic Features) (CT Channel),Kurtosis (Statistic Features) (CT Channel),Standard Deviation (Statistic Features) (CT Channel),Variance (Statistic Features) (CT Channel),Sum Of Logs (Statistic Features) (CT Channel),Sum Of Squares (Statistic Features) (CT Channel),Sum Of Inverses (Statistic Features) (CT Channel),Moment 1 About Mean (Statistic Features) (CT Channel),Moment 2 About Mean (Statistic Features) (CT Channel),Moment 3 About Mean (Statistic Features) (CT Channel),Moment 4 About Mean (Statistic Features) (CT Channel),Harmonic Mean (Statistic Features) (CT Channel),Geometric Mean (Statistic Features) (CT Channel),Size (Geometric Features 2D)_CT,Circularity (Geometric Features 2D)_CT,Convexity (Geometric Features 2D)_CT,Eccentricity (Geometric Features 2D)_CT,Main Elongation (Geometric Features 2D)_CT,Ferets Angle (Geometric Features 2D)_CT,Ferets Diameter (Geometric Features 2D)_CT,Major Axis (Geometric Features 2D)_CT,Minor Axis (Geometric Features 2D)_CT,Boundary Size (Geometric Features 2D)_CT,Boxivity (Geometric Features 2D)_CT,Roundness (Geometric Features 2D)_CT,Rugosity (Geometric Features 2D)_CT,Solidity (Geometric Features 2D)_CT,Minimum (Statistic Features)_CT,Maximum (Statistic Features)_CT,Mean (Statistic Features)_CT,Sum (Statistic Features)_CT,Skewness (Statistic Features)_CT,Median (Statistic Features)_CT,Kurtosis (Statistic Features)_CT,Standard Deviation (Statistic Features)_CT,Variance (Statistic Features)_CT,Sum Of Logs (Statistic Features)_CT,Sum Of Squares (Statistic Features)_CT,Sum Of Inverses (Statistic Features)_CT,Moment 1 About Mean (Statistic Features)_CT,Moment 2 About Mean (Statistic Features)_CT,Moment 3 About Mean (Statistic Features)_CT,Moment 4 About Mean (Statistic Features)_CT,Harmonic Mean (Statistic Features)_CT,Geometric Mean (Statistic Features)_CT,Maximum (Statistic Features)_AllCTs,Mean (Statistic Features)_AllCTs,Sum (Statistic Features)_AllCTs,Skewness (Statistic Features)_AllCTs,Median (Statistic Features)_AllCTs,Kurtosis (Statistic Features)_AllCTs,Standard Deviation (Statistic Features)_AllCTs,Variance (Statistic Features)_AllCTs,Maximum (Statistic Features)_XORAllCTs,Mean (Statistic Features)_XORAllCTs,Sum (Statistic Features)_XORAllCTs,Skewness (Statistic Features)_XORAllCTs,Median (Statistic Features)_XORAllCTs,Kurtosis (Statistic Features)_XORAllCTs,Standard Deviation (Statistic Features)_XORAllCTs,Variance (Statistic Features)_XORAllCTs,NumPixelsdistantShell1,NumPixelsdistantShell2,NumPixelsdistantShell3,NumPixelsdistantShell4,NumPixelsdistantShell5,NumPixelsAlldistantShells,NumPixelsareaShell1,NumPixelsareaShell2,NumPixelsareaShell3,NumPixelsareaShell4,NumPixelsareaShell5,NumPixelsAllareaShells,CentriodDistanceShellNumber,CenterofGravityDistanceShellNumber,TotalNumberofDistanceShells,CentriodAreaShellNumber,CenterofGravityAreaShellNumber,TotalNumberofAreaShells
/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_E06_T0001F008Zall#31#1,/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_E06_T0001F008Zall,/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra,tif, E06,1,8,X,Y,Xist,X,,Xist,FarRed,XX,31,1,67.62745098,25.42156863,0.496563524,67.74162081,25.48824412,0.496563524,6041,0.790418222,0.948653657,1.711503928,0.415718548,168.2935633,113.3578405,114.7356624,67.03791941,309.9066376,0.789592333,0.584281452,1.054125489,0.982116729,977,3035,1974.381538,1.22E+07,0.075520772,1985,3.446944701,288.3664291,83155.19746,46788.0857,2.46E+10,3.198781238,-4.28E-12,83141.73103,1810925.226,2.38E+10,1930.422727,1952.796891,7,143,37.5817004,232067,1.615089669,36,9.800990707,12.29002806,151.0447898,22093.36653,9654023,181.14622,-2.49E-14,151.0203291,2998.163156,223604.982,34.08848388,35.79732332,85,0.747598466,0.955631074,1.218412244,0.179259725,161.5650512,12.64911064,11.48316617,9.424696959,37.79898987,0.772727273,0.820740275,1.046428928,0.894736842,40,143,78.39215686,7996,0.552746482,73,2.54431536,23.46016504,550.3793438,440.4389995,682412,1.419551826,7.66E-15,544.9834679,7137.05718,770717.4498,71.85366404,75.04060798,143,78.39215686,7996,0.552746482,73,2.54431536,23.46016504,550.3793438,110,38.22612568,77255,0.729484157,37,4.594107315,11.26524623,126.9057726,0,24,72,6,0,102,0,0,33,68,1,102,3,3,5,4,4,5
/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_E06_T0001F008Zall#33#1,/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_E06_T0001F008Zall,/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra,tif, E06,1,8,X,Y,Xist,X,,Xist,FarRed,XX,33,1,74.04929577,51.43661972,0.347964138,73.91334505,51.50957181,0.369814605,7429,0.813616806,0.945290024,1.417276404,0.29442133,238.9503428,114.3896848,115.7837248,81.69452655,338.7350647,0.760263041,0.70557867,1.057876392,0.988687783,855,3165,1638.695262,1.24E+07,0.991568989,1569,3.933013609,346.682008,120188.4146,55924.86449,2.13E+10,4.814698929,2.55E-12,120172.5524,4.13E+07,5.68E+10,1573.722493,1604.988146,9,139,36.26501254,274780,1.735752074,35,10.54691159,11.53135993,132.9722617,26865.92853,1.10E+07,228.4816649,-4.69E-14,132.9547123,2661.517195,186486.508,33.16239841,34.66467191,122,0.799174293,0.954935793,1.345989111,0.257051939,195.9453959,14.56021978,14.45958232,10.74271864,43.79898987,0.726190476,0.742948061,1.047190824,0.942084942,35,139,76.14788732,10813,0.422574426,71,2.469401911,21.70660166,471.1765558,609.4446119,889823,2.025484574,-1.21E-14,467.858411,4321.939865,548225.3662,70.10668054,73.10256566,139,76.14788732,10813,0.422574426,71,2.469401911,21.70660166,471.1765558,81,35.37632653,86672,0.508234295,35,3.309266116,9.721962166,94.51654836,16,93,33,0,0,142,0,37,77,28,0,142,2,2,5,3,3,5
/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_E06_T0001F008Zall#34#1,/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_E06_T0001F008Zall,/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra,tif, E06,1,8,X,Y,Xist,X,,Xist,FarRed,XX,34,1,68.13138686,40.02189781,0.722356737,67.65374426,39.94595549,0.758800685,6584.5,0.814979922,0.942587847,1.491372549,0.329476729,208.4052464,111.4136437,111.8174368,74.97619351,318.6345597,0.729422843,0.670523271,1.060909074,0.984524522,1003,3426,2186.534742,1.47E+07,0.272424711,2170,3.259546066,372.580402,138816.156,51585.82697,3.31E+10,3.167563582,2.54E-12,138795.5019,1.41E+07,6.28E+10,2121.820076,2154.51342,12,182,39.32138075,264279,2.629244126,38,21.87564904,12.84780309,165.0660443,24374.04256,1.15E+07,186.9010176,-1.22E-13,165.0414845,5575.932761,596041.412,35.96021084,37.58293162,117,0.766421248,0.955722973,1.282334334,0.220172171,156.8014095,15.23154621,13.82129146,10.77822772,43.79898987,0.688235294,0.779827829,1.046328306,0.936,33,182,82.65693431,11324,1.398267338,73,4.34209436,31.85062516,1014.462323,596.3486105,1073974,1.859972778,1.03E-14,1007.057488,45179.77838,4468596.089,73.65699199,77.70421988,182,82.65693431,11324,1.398267338,73,4.34209436,31.85062516,1014.462323,98,40.84848485,82228,0.530210193,40,3.927274208,11.08028688,122.7727574,0,0,18,91,28,137,0,0,0,27,110,137,4,4,5,5,5,5
/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_E06_T0001F008Zall#35#1,/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_E06_T0001F008Zall,/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra,tif, E06,1,8,X,Y,Xist,X,,Xist,FarRed,XX,35,1,4.808695652,63.72173913,0.11043153,4.699124436,63.78791899,0.11043153,8362.5,0.83262326,0.938931919,1.212810621,0.175468963,233.1301024,115,113.6369635,93.69720345,355.2619767,0.745068973,0.824531037,1.065039946,0.972044636,796,2536,1631.560019,1.39E+07,-0.063885074,1641,3.146036875,226.6829962,51385.18076,62895.20892,2.31E+10,5.326763327,2.76E-12,51379.14539,-744142.7182,8.31E+09,1598.343962,1615.288855,4,198,36.7703782,313063,2.586491475,34,18.02899792,13.90994888,193.4866779,30193.03211,1.32E+07,259.6087503,-8.95E-14,193.4639522,6961.256772,674953.2996,32.79550474,34.68406959,97.5,0.796800935,0.964909541,1.432387722,0.301865002,257.9052429,14.31782106,13.33483548,9.30951535,39.21320344,0.75,0.698134998,1.036366579,0.946601942,41,198,98.32173913,11307,0.449160489,96,2.652056895,32.28126061,1042.079786,521.3279948,1230521,1.308926606,1.50E-14,1033.018223,15109.60128,2879948.89,87.85824928,93.06395183,198,98.32173913,11307,0.449160489,96,2.652056895,32.28126061,1042.079786,106,35.27958283,87952,1.032132676,34,5.345083497,11.46076654,131.3491696,110,5,0,0,0,115,60,55,0,0,0,115,1,1,5,1,1,5
/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_E06_T0001F008Zall#36#1,/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_E06_T0001F008Zall,/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra,tif, E06,1,8,X,Y,Xist,X,,Xist,FarRed,XX,36,1,93.41721854,58.26490066,0.405494064,93.08253095,57.64527874,0.42535761,7343,0.841103381,0.950494131,1.477202267,0.323044635,172.212982,118.0889495,117.5200063,79.55579878,331.2203461,0.762861536,0.676955365,1.05208435,0.98902283,1225,4530,2699.887256,2.02E+07,0.14088881,2715,3.239374664,467.155466,218234.2294,59030.9528,5.62E+10,2.862000883,-5.56E-12,218205.0771,1.44E+07,1.54E+11,2615.652582,2658.489363,4,176,38.40622495,287509,1.891124718,36,11.71848354,14.00619993,196.1736366,26871.19479,1.25E+07,219.2687631,-1.02E-13,196.1474312,5196.14349,450975.2419,34.1407499,36.21692032,126.5,0.527994691,0.905585153,2.450717176,0.591956179,54.78240703,20.80865205,19.86766916,8.106879631,54.87005769,0.685208333,0.408043821,1.104258387,0.866438356,26,176,81.84768212,12359,0.68005163,76,3.19735222,28.66955373,821.9433113,655.9235337,1134847,2.090543122,1.43E-14,816.4999781,16025.24525,2160101.767,72.23003363,77.00454622,176,81.84768212,12359,0.68005163,76,3.19735222,28.66955373,821.9433113,136,39.64042105,94146,0.864118077,38,5.287200714,12.64602857,159.9220386,19,61,67,4,0,151,1,29,55,65,1,151,2,3,5,3,3,5
/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_E06_T0001F008Zall#37#1,/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_E06_T0001F008Zall,/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra,tif, E06,1,8,X,Y,Xist,X,,Xist,FarRed,XX,37,1,34.825,4.2875,0.120643251,35.03741621,3.951005484,0.092529155,5900.5,0.816658163,0.950632911,1.6190366,0.382348737,155.7722547,109.658561,110.2878829,68.1194501,301.3208512,0.731527399,0.617651263,1.05193076,0.987944747,1167,3080,2124.466833,1.28E+07,-0.331979498,2150,3.110726935,303.9578971,92390.4032,46131.55524,2.78E+10,2.903743713,3.64E-12,92375.0814,-9322911.413,2.66E+10,2076.62955,2101.361686,9,196,43.89850746,264708,1.715721099,42,10.64454377,15.84170685,250.959676,22448.82266,1.31E+07,154.7448281,-2.93E-13,250.9180575,6821.071618,670401.4455,38.96737665,41.38242039,64.5,0.756715647,0.960898456,1.500055739,0.333358105,195.2551187,11.40175425,11.09912174,7.399139548,32.72792206,0.645,0.666641895,1.040692691,0.928057554,46,196,102.5625,8205,0.46717904,100,3.222719878,31.10937982,967.7935127,366.6591468,917981,0.860571855,0,955.6960938,14065.57236,3018477.695,92.96144135,97.83078817,196,102.5625,8205,0.46717904,100,3.222719878,31.10937982,967.7935127,109,42.80961632,88145,0.661613435,41,3.766619046,13.44971142,180.8947374,76,4,0,0,0,80,44,36,0,0,0,80,1,1,5,1,1,5
/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_E06_T0001F008Zall#38#1,/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_E06_T0001F008Zall,/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra,tif, E06,1,8,X,Y,Xist,X,,Xist,FarRed,XX,38,1,68.85185185,61.09259259,0.357086718,68.28976449,60.83469203,0.370294362,6860.5,0.760118969,0.948284407,1.920125094,0.479200598,240.4221613,127.6322843,129.5083306,67.4478611,336.7766953,0.791839797,0.520799402,1.054535952,0.987051291,916,2778,1849.107224,1.30E+07,-0.150963784,1865,2.658627469,294.0949004,86491.81043,52593.96521,2.46E+10,3.893470125,-1.61E-12,86479.46152,-3840035.639,1.99E+10,1798.909398,1824.630298,9,131,36.55239863,256013,1.671920967,35,10.32800236,11.33801518,128.5505883,24902.11846,1.03E+07,208.8534224,-2.58E-14,128.5322344,2436.839057,170672.8597,33.5354811,35.00230196,138.5,0.64262534,0.938627429,1.748348752,0.428031736,144.4623222,17.20465053,17.55876555,10.04305664,52.04163056,0.650845865,0.571968264,1.065385444,0.860248447,24,131,68.14814815,11040,0.636534278,65,2.876363947,23.16004865,536.3878537,674.6588985,838714,2.668853052,-4.21E-15,533.0768176,7907.518163,827564.2214,60.70023222,64.36442683,131,68.14814815,11040,0.636534278,65,2.876363947,23.16004865,536.3878537,80,36.76923077,92254,0.575730896,36,3.393362068,10.00951271,100.1903447,44,66,52,0,0,162,11,59,53,39,0,162,2,2,5,3,3,5
/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_E06_T0001F008Zall#39#1,/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_E06_T0001F008Zall,/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra,tif, E06,1,8,X,Y,Xist,X,,Xist,FarRed,XX,39,1,5.883495146,73.2815534,0.114071749,5.48635634,73.17897271,0.114071749,6757.5,0.853294795,0.954443406,1.433461726,0.302388071,230.8560136,110.8873302,111.0557725,77.47383167,315.4629868,0.76819453,0.697611929,1.047731058,0.990617899,985,2939,2036.529454,1.40E+07,-0.58680298,2068,3.426723389,280.5929314,78732.39312,52438.5789,2.91E+10,3.459226959,-8.27E-13,78720.96939,-1.30E+07,2.12E+10,1992.35265,2015.485981,9,197,38.65931515,266440,2.82977937,37,21.93175375,13.57307719,184.2284243,24841.84589,1.16E+07,196.7431704,-5.70E-15,184.2016936,7075.995249,744366.1857,35.03044089,36.7613341,86,0.790671697,0.967882715,1.545497458,0.352959143,68.96248897,13.92838828,13.00883581,8.417248277,36.97056275,0.661538462,0.647040857,1.033183034,0.955555556,35,191,96.77669903,9968,0.450732134,97,2.563362571,32.64873419,1065.939844,464.9511446,1073396,1.200715443,-1.61E-14,1055.590913,15686.1934,2912563.689,85.78218975,91.2943391,191,96.77669903,9968,0.450732134,97,2.563362571,32.64873419,1065.939844,97,37.76314607,84023,0.56622323,37,3.861831693,10.68941389,114.2635692,96,7,0,0,0,103,48,55,0,0,0,103,1,1,5,1,1,5
/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_E06_T0001F008Zall#40#1,/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_E06_T0001F008Zall,/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra,tif, E06,1,8,X,Y,Xist,X,,Xist,FarRed,XX,40,1,76.80769231,40.78461538,0.521814883,76.70450599,40.87322914,0.521814883,7037,0.835338448,0.954130856,1.554628409,0.356759471,231.8699923,118.2285921,118.021773,75.91638769,325.3624817,0.711670712,0.643240529,1.04807427,0.9892458,1279,3814,2414.649895,1.73E+07,0.027623336,2423,3.406698368,364.78229,133066.1191,55803.35601,4.28E+10,3.044619644,-2.06E-12,133047.5733,1340841.251,6.03E+10,2356.616208,2386.23293,8,148,38.68850174,277590,1.816034851,37,10.92899286,13.19157592,174.0176751,25859.23883,1.20E+07,205.4511907,5.76E-14,173.9934218,4168.83035,330953.4148,34.92313661,36.74768012,111,0.830976964,0.96947437,1.222175114,0.181786646,216.0273734,13.60147051,13.14265982,10.75349978,40.97056275,0.687306502,0.818213354,1.031486784,0.956896552,39,148,84.16153846,10941,0.492936779,82,2.464330159,25.41982497,646.1675015,570.3696524,1004167,1.691930164,1.74E-14,641.1969822,8096.715709,1028937.784,76.83532261,80.43576092,148,84.16153846,10941,0.492936779,82,2.464330159,25.41982497,646.1675015,104,39.51249471,93289,0.712248338,38,4.146430199,11.0440927,121.9719836,0,32,83,15,0,130,0,0,43,82,5,130,3,3,5,4,4,5
/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_E06_T0001F008Zall#41#1,/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_E06_T0001F008Zall,/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra,tif, E06,1,8,X,Y,Xist,X,,Xist,FarRed,XX,41,1,8.898148148,58.05555556,0.139953867,8.695809788,58.36709671,0.139953867,7497.5,0.854003621,0.945369845,1.278274441,0.217695381,77.47119229,110.6345335,110.4651659,86.41740957,332.1492783,0.745426526,0.782304619,1.057787072,0.987943076,875,2676,1858.43575,1.42E+07,-0.442068879,1888,3.261639581,270.2027093,73009.50412,57437.45095,2.70E+10,4.212453479,3.23E-13,72999.9504,-8720854.488,1.74E+10,1814.144664,1837.246784,8,174,38.88667888,297172,2.012074368,37,13.63359424,13.40547749,179.7068268,27575.49916,1.29E+07,218.0996977,-6.29E-14,179.6833112,4847.199472,440290.7039,35.03902151,36.90746809,90,0.744695996,0.953084733,1.412093296,0.291831494,248.962489,13.92838828,12.7206121,9.008336872,38.97056275,0.625,0.708168506,1.049224655,0.923076923,34,174,86.84259259,9379,0.623481612,83,2.812627092,31.32768088,981.4235895,475.1705948,919509,1.416261982,-1.30E-14,972.336334,19169.39421,2709100.651,76.25707767,81.42869499,174,86.84259259,9379,0.623481612,83,2.812627092,31.32768088,981.4235895,117,38.81994819,89907,0.925585116,37,5.456053062,11.57419335,133.9619518,87,21,0,0,0,108,38,61,9,0,0,108,1,1,5,2,2,5
/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_E06_T0001F008Zall#42#1,/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_E06_T0001F008Zall,/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra,tif, E06,1,8,X,Y,Xist,X,,Xist,FarRed,XX,42,1,56.92134831,53.59550562,0.342249274,56.81312098,53.79383402,0.342249274,6462,0.722376387,0.952222666,2.145626977,0.533935763,184.3987054,130.3840481,132.8665464,61.92434559,335.2792206,0.728757583,0.466064237,1.050174539,0.97078044,1352,4289,2942.875529,1.95E+07,-0.254635283,2972,2.877956817,433.4287682,187860.4971,52734.9284,5.85E+10,2.301008068,5.55E-12,187832.0851,-2.07E+07,1.02E+11,2873.523171,2909.217734,6,137,40.14564428,265443,1.144859147,38,6.096227851,13.36207177,178.5449621,24063.08253,1.18E+07,183.8031577,-2.49E-14,178.5179589,2731.325497,194337.4016,35.97326663,38.06535986,72.5,0.68819015,0.967439176,2.067728877,0.516377601,195.9453959,14.56021978,13.81563526,6.681550668,36.38477631,0.739795918,0.483622399,1.033656714,0.923566879,37,137,76.8988764,6844,0.447270452,75,2.772062336,20.07375318,402.9555669,383.4634493,561756,1.239645706,-5.75E-15,398.4279763,3617.894915,450108.6014,71.79470681,74.33471585,137,76.8988764,6844,0.447270452,75,2.772062336,20.07375318,402.9555669,107,39.46821569,90027,0.836624585,38,4.735660209,12.12623562,147.0455902,10,75,4,0,0,89,0,35,54,0,0,89,2,2,5,3,3,5
/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_E06_T0001F008Zall#43#1,/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_E06_T0001F008Zall,/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra,tif, E06,1,8,X,Y,Xist,X,,Xist,FarRed,XX,43,1,47.80213904,17.17647059,0.152443185,47.70647707,17.36918662,0.152443185,7745.5,0.76379557,0.952958452,1.887302395,0.470143204,198.2994981,133.7647188,136.4270643,72.28680718,356.9777054,0.787520933,0.529856796,1.049363693,0.982183617,946,3009,1838.770185,1.45E+07,0.084574539,1839,2.923749626,308.0576605,94899.52217,59283.67141,2.75E+10,4.426773322,-4.52E-12,94887.51261,2472496.465,2.63E+10,1785.047353,1812.319638,4,208,34.71855227,274346,3.808724217,33,33.08121357,13.58064346,184.4338768,27586.49749,1.10E+07,253.3878601,2.10E-13,184.4105366,9539.828559,1125285.761,31.185393,32.82130643,161,0.533215546,0.897957743,1.909046283,0.476178231,203.1985905,22.84731932,19.7822746,10.36238607,61.59797975,0.508207071,0.523821769,1.11363815,0.847368421,20,208,81.98395722,15331,1.104779138,70,3.573508024,39.0217028,1522.69329,804.9702918,1540117,2.778942792,-1.24E-14,1514.550545,65643.86073,8285517.315,67.29177748,74.04358949,208,81.98395722,15331,1.104779138,70,3.573508024,39.0217028,1522.69329,88,34.56329114,92837,0.756848606,34,4.187455355,9.758742259,95.23305047,134,53,0,0,0,187,62,109,16,0,0,187,1,1,5,2,2,5
