row ID,Common Filename,Parent folder,File extension,Well Position,TimePoint,FieldNumber,Green Probe,Red Probe,Far Red Probe,Green Probe Detect,Red Probe Detect,Far Red Probe Detect,CT Probe Color,Karyotype,NucleusID,CTID,Dimension 0 (Centroid),Dimension 1 (Centroid),Normalized Centriod DistanceMap,Center of Gravity in Dimension#0 (Center of Gravity),Center of Gravity in Dimension#1 (Center of Gravity),Normalized Center of Gravity DistanceMap,Size (Geometric Features 2D),Circularity (Geometric Features 2D),Convexity (Geometric Features 2D),Eccentricity (Geometric Features 2D),Main Elongation (Geometric Features 2D),Ferets Angle (Geometric Features 2D),Ferets Diameter (Geometric Features 2D),Major Axis (Geometric Features 2D),Minor Axis (Geometric Features 2D),Boundary Size (Geometric Features 2D),Boxivity (Geometric Features 2D),Roundness (Geometric Features 2D),Rugosity (Geometric Features 2D),Solidity (Geometric Features 2D),Minimum (Statistic Features),Maximum (Statistic Features),Mean (Statistic Features),Sum (Statistic Features),Skewness (Statistic Features),Median (Statistic Features),Kurtosis (Statistic Features),Standard Deviation (Statistic Features),Variance (Statistic Features),Sum Of Logs (Statistic Features),Sum Of Squares (Statistic Features),Sum Of Inverses (Statistic Features),Moment 1 About Mean (Statistic Features),Moment 2 About Mean (Statistic Features),Moment 3 About Mean (Statistic Features),Moment 4 About Mean (Statistic Features),Harmonic Mean (Statistic Features),Geometric Mean (Statistic Features),Minimum (Statistic Features) (CT Channel),Maximum (Statistic Features) (CT Channel),Mean (Statistic Features) (CT Channel),Sum (Statistic Features) (CT Channel),Skewness (Statistic Features) (CT Channel),Median (Statistic Features) (CT Channel),Kurtosis (Statistic Features) (CT Channel),Standard Deviation (Statistic Features) (CT Channel),Variance (Statistic Features) (CT Channel),Sum Of Logs (Statistic Features) (CT Channel),Sum Of Squares (Statistic Features) (CT Channel),Sum Of Inverses (Statistic Features) (CT Channel),Moment 1 About Mean (Statistic Features) (CT Channel),Moment 2 About Mean (Statistic Features) (CT Channel),Moment 3 About Mean (Statistic Features) (CT Channel),Moment 4 About Mean (Statistic Features) (CT Channel),Harmonic Mean (Statistic Features) (CT Channel),Geometric Mean (Statistic Features) (CT Channel),Size (Geometric Features 2D)_CT,Circularity (Geometric Features 2D)_CT,Convexity (Geometric Features 2D)_CT,Eccentricity (Geometric Features 2D)_CT,Main Elongation (Geometric Features 2D)_CT,Ferets Angle (Geometric Features 2D)_CT,Ferets Diameter (Geometric Features 2D)_CT,Major Axis (Geometric Features 2D)_CT,Minor Axis (Geometric Features 2D)_CT,Boundary Size (Geometric Features 2D)_CT,Boxivity (Geometric Features 2D)_CT,Roundness (Geometric Features 2D)_CT,Rugosity (Geometric Features 2D)_CT,Solidity (Geometric Features 2D)_CT,Minimum (Statistic Features)_CT,Maximum (Statistic Features)_CT,Mean (Statistic Features)_CT,Sum (Statistic Features)_CT,Skewness (Statistic Features)_CT,Median (Statistic Features)_CT,Kurtosis (Statistic Features)_CT,Standard Deviation (Statistic Features)_CT,Variance (Statistic Features)_CT,Sum Of Logs (Statistic Features)_CT,Sum Of Squares (Statistic Features)_CT,Sum Of Inverses (Statistic Features)_CT,Moment 1 About Mean (Statistic Features)_CT,Moment 2 About Mean (Statistic Features)_CT,Moment 3 About Mean (Statistic Features)_CT,Moment 4 About Mean (Statistic Features)_CT,Harmonic Mean (Statistic Features)_CT,Geometric Mean (Statistic Features)_CT,Maximum (Statistic Features)_AllCTs,Mean (Statistic Features)_AllCTs,Sum (Statistic Features)_AllCTs,Skewness (Statistic Features)_AllCTs,Median (Statistic Features)_AllCTs,Kurtosis (Statistic Features)_AllCTs,Standard Deviation (Statistic Features)_AllCTs,Variance (Statistic Features)_AllCTs,Maximum (Statistic Features)_XORAllCTs,Mean (Statistic Features)_XORAllCTs,Sum (Statistic Features)_XORAllCTs,Skewness (Statistic Features)_XORAllCTs,Median (Statistic Features)_XORAllCTs,Kurtosis (Statistic Features)_XORAllCTs,Standard Deviation (Statistic Features)_XORAllCTs,Variance (Statistic Features)_XORAllCTs,NumPixelsdistantShell1,NumPixelsdistantShell2,NumPixelsdistantShell3,NumPixelsdistantShell4,NumPixelsdistantShell5,NumPixelsAlldistantShells,NumPixelsareaShell1,NumPixelsareaShell2,NumPixelsareaShell3,NumPixelsareaShell4,NumPixelsareaShell5,NumPixelsAllareaShells,CentriodDistanceShellNumber,CenterofGravityDistanceShellNumber,TotalNumberofDistanceShells,CentriodAreaShellNumber,CenterofGravityAreaShellNumber,TotalNumberofAreaShells
/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D06_T0001F012Zall#6#1,/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D06_T0001F012Zall,/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra,tif, D06,1,12,X,Y,Xist,X,Y,,Red,XY,6,1,20.80952381,50.63492063,0.685828567,20.75931729,50.37530371,0.685828567,5129.5,0.709947979,0.953901921,2.034887727,0.508572396,106.4172328,116.7604385,115.2823452,56.65292665,301.3208512,0.653223136,0.491427604,1.048325806,0.954236815,1191,8948,3308.24092,1.74E+07,1.357667148,3045,5.115176748,1192.604579,1422305.683,42322.5801,6.50E+10,1.770220755,-4.83E-11,1422035.231,2.30E+09,1.03E+13,2970.81592,3126.432514,761,8565,3190.003423,1.68E+07,0.825053377,3108,4.419778014,1098.622592,1206971.599,42114.06378,5.99E+10,1.867638717,-6.73E-12,1206742.093,1.09E+09,6.44E+12,2815.855096,3004.896597,49,0.758865688,0.981238144,1.661060221,0.397974867,243.4349488,11.18033989,10.17995336,6.128587772,28.48528137,0.593939394,0.602025133,1.019120594,0.97029703,4888,8565,6088.698413,383588,0.797662492,5834,2.435531672,1028.10191,1056993.537,548.1646024,2.40E+09,0.010614187,-3.75E-13,1040215.861,8.67E+08,2.72E+12,5935.452475,6009.070973,8565,5616.680135,1668154,0.599646131,5467,2.831708648,992.3002396,984659.7656,6938,3399.125536,6335970,0.482376814,3404,4.262706653,685.7140613,470203.7738,0,0,8,47,8,63,0,0,0,20,43,63,4,4,5,5,5,5
/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D06_T0001F012Zall#6#2,/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D06_T0001F012Zall,/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra,tif, D06,1,12,X,Y,Xist,X,Y,,Red,XY,6,2,37.16239316,94.18803419,0.258863479,37.16236067,94.47248409,0.258863479,5129.5,0.709947979,0.953901921,2.034887727,0.508572396,106.4172328,116.7604385,115.2823452,56.65292665,301.3208512,0.653223136,0.491427604,1.048325806,0.954236815,1191,8948,3308.24092,1.74E+07,1.357667148,3045,5.115176748,1192.604579,1422305.683,42322.5801,6.50E+10,1.770220755,-4.83E-11,1422035.231,2.30E+09,1.03E+13,2970.81592,3126.432514,761,8565,3190.003423,1.68E+07,0.825053377,3108,4.419778014,1098.622592,1206971.599,42114.06378,5.99E+10,1.867638717,-6.73E-12,1206742.093,1.09E+09,6.44E+12,2815.855096,3004.896597,195.5,0.306715034,0.9084496,4.932464525,0.797261593,42.79740184,36.79673899,35.03970373,7.103893712,89.49747468,0.536936311,0.202738407,1.100776532,0.681184669,3677,7726,5489.598291,1284566,0.505251694,5417,2.574770057,945.0802365,893176.6534,2011.510495,7.26E+09,0.043861113,4.12E-13,889359.6591,4.26E+08,2.05E+12,5335.021994,5411.051399,8565,5616.680135,1668154,0.599646131,5467,2.831708648,992.3002396,984659.7656,6938,3399.125536,6335970,0.482376814,3404,4.262706653,685.7140613,470203.7738,69,162,3,0,0,234,7,148,79,0,0,234,2,2,5,2,2,5
/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D06_T0001F012Zall#7#1,/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D06_T0001F012Zall,/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra,tif, D06,1,12,X,Y,Xist,X,Y,,Red,XY,7,1,43.98518519,75.77777778,0.871874988,43.17040002,75.91694938,0.871874988,6615,0.782624251,0.949968968,1.805628836,0.446176324,77.42106476,123.9758041,123.3202012,68.29764718,325.9066376,0.725237192,0.553823676,1.052665965,0.987313433,1270,3053,2180.564304,1.47E+07,-0.425626469,2212,2.865026887,283.1334129,80164.5295,51882.71021,3.27E+10,3.15692409,3.27E-13,80152.66558,-9660553.272,1.84E+10,2140.374557,2161.08284,633,8154,2363.531005,1.60E+07,0.992244834,2392,7.19168912,808.4853818,653648.6126,52076.20995,4.22E+10,3.26097507,4.52E-12,653551.8761,5.24E+08,3.07E+12,2072.079625,2223.864264,106,0.314184201,0.810838017,3.726006188,0.731616119,189.8658069,23.34523506,22.42486193,6.018471469,65.11269837,0.587653581,0.268383881,1.233291951,0.749116608,3795,8154,4912.666667,663210,1.464946729,4527,4.240694655,1053.913432,1110733.522,1144.792355,3.41E+09,0.028502945,-8.69E-13,1102505.867,1.71E+09,5.23E+12,4736.35269,4817.177093,8154,4912.666667,663210,1.464946729,4527,4.240694655,1053.913432,1110733.522,5471,2482.529332,5501285,0.013748792,2599,2.879692828,889.3097331,790871.8014,0,0,20,42,73,135,0,0,0,27,108,135,5,5,5,5,5,5
/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D06_T0001F012Zall#8#1,/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D06_T0001F012Zall,/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra,tif, D06,1,12,X,Y,Xist,X,Y,,Red,XY,8,1,23.18055556,43.98611111,0.25947395,22.91550785,44.09497627,0.199007452,4135.5,0.64990617,0.954258858,2.465258669,0.594363053,118.8556612,111.8928058,113.9332062,46.21551794,282.7766953,0.638364016,0.405636947,1.047933683,0.980440967,1442,8735,4420.236359,1.88E+07,0.314825742,4528,3.220953738,1267.254811,1605934.756,35504.77208,8.99E+10,1.054915004,1.19E-11,1605557.067,6.41E+08,8.31E+12,4030.656485,4230.749927,1144,12822,4018.715428,1.71E+07,0.6639871,3984,4.811145203,1411.389055,1992019.063,35009.16969,7.71E+10,1.215048141,1.41E-11,1991550.573,1.87E+09,1.91E+13,3499.449822,3765.278343,56.5,0.600517828,0.969803248,2.575718858,0.61175887,53.13010235,15,13.61220597,5.284818229,34.38477631,0.523148148,0.38824113,1.031136988,0.941666667,4603,12822,7423.930556,534523,0.946167259,6784,2.818869287,2107.474988,4441450.826,639.1114067,4.28E+09,0.010384309,5.31E-13,4379764.009,8.86E+09,5.56E+13,6933.538066,7162.019797,12822,6354.159204,1277186,1.640364157,6064,6.262340602,1656.364674,2743543.935,9602,4397.388821,7238102,0.068922509,4512,3.623882807,1266.167404,1603179.896,28,44,0,0,0,72,8,47,17,0,0,72,2,1,5,2,2,5
/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D06_T0001F012Zall#8#2,/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D06_T0001F012Zall,/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra,tif, D06,1,12,X,Y,Xist,X,Y,,Red,XY,8,2,33.82539683,58.63492063,0.281439036,33.72651531,58.70309484,0.281439036,4135.5,0.64990617,0.954258858,2.465258669,0.594363053,118.8556612,111.8928058,113.9332062,46.21551794,282.7766953,0.638364016,0.405636947,1.047933683,0.980440967,1442,8735,4420.236359,1.88E+07,0.314825742,4528,3.220953738,1267.254811,1605934.756,35504.77208,8.99E+10,1.054915004,1.19E-11,1605557.067,6.41E+08,8.31E+12,4030.656485,4230.749927,1144,12822,4018.715428,1.71E+07,0.6639871,3984,4.811145203,1411.389055,1992019.063,35009.16969,7.71E+10,1.215048141,1.41E-11,1991550.573,1.87E+09,1.91E+13,3499.449822,3765.278343,48,0.528011838,0.95976266,3.005432309,0.667269166,61.69924423,14.76482306,13.55280387,4.50943574,33.79898987,0.444444444,0.332730834,1.041924261,0.914285714,5093,7484,6241.31746,393203,0.219733478,6159,2.077581061,633.8474128,401762.5428,550.2353368,2.48E+09,0.010196333,7.22E-14,395385.3595,5.60E+07,3.35E+11,6178.69173,6209.863754,12822,6354.159204,1277186,1.640364157,6064,6.262340602,1656.364674,2743543.935,9602,4397.388821,7238102,0.068922509,4512,3.623882807,1266.167404,1603179.896,13,50,0,0,0,63,0,39,24,0,0,63,2,2,5,2,2,5
/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D06_T0001F012Zall#8#3,/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D06_T0001F012Zall,/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra,tif, D06,1,12,X,Y,Xist,X,Y,,Red,XY,8,3,54.3030303,88.56060606,0.284935296,53.89707263,88.41946432,0.251726717,4135.5,0.64990617,0.954258858,2.465258669,0.594363053,118.8556612,111.8928058,113.9332062,46.21551794,282.7766953,0.638364016,0.405636947,1.047933683,0.980440967,1442,8735,4420.236359,1.88E+07,0.314825742,4528,3.220953738,1267.254811,1605934.756,35504.77208,8.99E+10,1.054915004,1.19E-11,1605557.067,6.41E+08,8.31E+12,4030.656485,4230.749927,1144,12822,4018.715428,1.71E+07,0.6639871,3984,4.811145203,1411.389055,1992019.063,35009.16969,7.71E+10,1.215048141,1.41E-11,1991550.573,1.87E+09,1.91E+13,3499.449822,3765.278343,52.5,0.677161848,0.969396828,2.381060903,0.580019142,151.3895403,12.52996409,12.61595011,5.298457548,31.21320344,0.772058824,0.419980858,1.031569292,0.9375,3867,6859,5294.848485,349460,0.143647246,5253,1.502059543,887.4816963,787623.7613,564.9986454,1.90E+09,0.012816248,2.76E-13,775690.068,1.00E+08,9.32E+11,5149.713138,5221.737798,12822,6354.159204,1277186,1.640364157,6064,6.262340602,1656.364674,2743543.935,9602,4397.388821,7238102,0.068922509,4512,3.623882807,1266.167404,1603179.896,18,46,2,0,0,66,2,40,24,0,0,66,2,2,5,2,2,5
/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D06_T0001F012Zall#9#1,/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D06_T0001F012Zall,/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra,tif, D06,1,12,X,Y,Xist,X,Y,,Red,XY,9,1,69.8951049,72.17482517,0.333333343,69.89534902,72.1404635,0.333333343,6389,0.724560496,0.924384133,1.604951094,0.376928055,68.92727338,116.8118145,114.2621535,71.19354223,332.8772004,0.741957961,0.623071945,1.081801347,0.949049317,1221,4850,2834.125689,1.85E+07,-0.154064614,2864,3.738847017,398.1451678,158519.5746,51858.11162,5.35E+10,2.355035457,-2.44E-12,158495.3065,-9723603.654,9.40E+10,2773.631276,2804.796555,544,9763,2241.858083,1.46E+07,2.061734302,2246,13.61152654,879.2806077,773134.387,49937.44971,3.79E+10,3.371482438,-3.39E-12,773016.0259,1.40E+09,8.14E+12,1937.426672,2090.267681,123.5,0.83108204,0.960990912,1.232541628,0.188668377,213.6900675,14.4222051,13.92160593,11.29503913,43.21320344,0.714699074,0.811331623,1.040592567,0.953667954,2604,9763,5435.65035,777298,0.686212682,5032,2.764047393,1605.287141,2576946.806,1223.929137,4.59E+09,0.028579354,-2.16E-13,2558926.199,2.84E+09,1.84E+13,5003.611984,5213.178452,9763,5435.65035,777298,0.686212682,5032,2.764047393,1605.287141,2576946.806,7062,2206.596721,4711084,0.90375204,2282,5.886035177,830.7732438,690184.1827,25,93,25,0,0,143,2,43,79,19,0,143,2,2,5,3,3,5
/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D06_T0001F012Zall#10#1,/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D06_T0001F012Zall,/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra,tif, D06,1,12,X,Y,Xist,X,Y,,Red,XY,10,1,30.2173913,18.16521739,0.411479503,30.34156117,18.23443905,0.411479503,7384,0.848283596,0.953085354,1.424259496,0.297880757,112.1663458,116.6190379,115.7165469,81.24681434,330.7350647,0.741260393,0.702119243,1.049223971,0.988818212,1570,4027,2922.30526,2.20E+07,-0.564876913,2998,2.899542578,397.7716148,158222.2575,59998.86176,6.55E+10,2.630689603,5.26E-12,158201.2397,-3.56E+07,7.26E+10,2861.607083,2893.127048,671,7989,2491.104277,1.88E+07,1.327160929,2505,8.692278576,804.759295,647637.5229,58488.31089,5.16E+10,3.363921886,1.99E-12,647551.4924,6.92E+08,3.65E+12,2237.864093,2367.134804,95.5,0.668026121,0.947034731,1.527955355,0.345530616,233.1301024,15,13.63050912,8.920750903,42.38477631,0.62911726,0.654469384,1.055927484,0.880184332,3194,5081,4087.573913,470071,0.021290929,4105,2.548012095,411.6438603,169450.6677,955.7214823,1.94E+09,0.028423738,3.12E-13,167977.1837,1485113.13,7.32E+10,4045.914037,4066.840087,7989,4879.488971,1327221,0.927343365,4576,3.267963419,1070.107713,1145130.516,5109,2539.893029,5793496,-0.480937369,2708,2.725227931,795.3691,632612.0052,0,60,55,0,0,115,0,3,65,47,0,115,2,2,5,3,3,5
/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D06_T0001F012Zall#10#2,/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D06_T0001F012Zall,/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra,tif, D06,1,12,X,Y,Xist,X,Y,,Red,XY,10,2,54.0955414,60.43312102,0.737570167,54.14101966,60.49772735,0.737570167,7384,0.848283596,0.953085354,1.424259496,0.297880757,112.1663458,116.6190379,115.7165469,81.24681434,330.7350647,0.741260393,0.702119243,1.049223971,0.988818212,1570,4027,2922.30526,2.20E+07,-0.564876913,2998,2.899542578,397.7716148,158222.2575,59998.86176,6.55E+10,2.630689603,5.26E-12,158201.2397,-3.56E+07,7.26E+10,2861.607083,2893.127048,671,7989,2491.104277,1.88E+07,1.327160929,2505,8.692278576,804.759295,647637.5229,58488.31089,5.16E+10,3.363921886,1.99E-12,647551.4924,6.92E+08,3.65E+12,2237.864093,2367.134804,136,0.758873464,0.962721156,1.567273516,0.361949277,260.5376778,18.24828759,16.47391842,10.51119556,47.45584412,0.669950739,0.638050723,1.038722369,0.937931034,3096,7989,5459.55414,857150,0.535257057,5267,2.656497026,1031.759876,1064528.441,1348.285801,4.85E+09,0.029762533,6.31E-13,1057748.005,5.88E+08,3.01E+12,5275.088617,5365.836965,7989,4879.488971,1327221,0.927343365,4576,3.267963419,1070.107713,1145130.516,5109,2539.893029,5793496,-0.480937369,2708,2.725227931,795.3691,632612.0052,0,0,8,116,33,157,0,0,0,19,138,157,4,4,5,5,5,5
/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D06_T0001F012Zall#11#1,/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D06_T0001F012Zall,/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra,tif, D06,1,12,X,Y,Xist,X,Y,,Red,XY,11,1,63.9537037,71.7962963,0.766052127,63.84981808,71.54636993,0.766052127,6817,0.818544304,0.9560464,1.658427972,0.397019336,129.4945221,117.9237041,119.9775567,72.34414682,323.5046174,0.696635873,0.602980664,1.045974337,0.987255612,1077,2808,2023.624568,1.41E+07,-0.345776196,2049,2.78651611,276.6595923,76540.53001,52854.13588,2.90E+10,3.506758642,2.14E-12,76529.52016,-7322043.258,1.63E+10,1982.457508,2003.646006,732,6716,2347.451525,1.63E+07,0.85171175,2361,6.530000801,694.6431683,482529.1313,53643.76481,4.17E+10,3.253620169,5.80E-12,482459.7226,2.85E+08,1.52E+12,2136.69686,2244.654277,90,0.777396107,0.971750911,1.840362198,0.4566287,164.0546041,14.56021978,14.52205128,7.890865883,38.14213562,0.625,0.5433713,1.029070299,0.957446809,3230,6716,4662.185185,503516,0.591874929,4408,2.185060428,951.5385588,905425.6289,910.1657432,2.44E+09,0.02407898,-5.89E-13,897042.0583,5.10E+08,1.79E+12,4485.239842,4570.877987,6716,4662.185185,503516,0.591874929,4408,2.185060428,951.5385588,905425.6289,5918,2556.438484,6005074,-0.375650454,2704,3.260058967,710.7298497,505136.9192,0,0,0,78,30,108,0,0,0,11,97,108,4,4,5,5,5,5
/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D06_T0001F012Zall#12#1,/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D06_T0001F012Zall,/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra,tif, D06,1,12,X,Y,Xist,X,Y,,Red,XY,12,1,35.55172414,106.9913793,0.657595932,35.22767619,106.8302681,0.657595932,6667.5,0.766164004,0.956007981,1.97499584,0.493669819,85.04972777,127.4754878,129.4850605,65.56219406,330.6934342,0.684632604,0.506330181,1.046016372,0.988436736,1437,3852,2498.180631,1.70E+07,-0.140319868,2522,2.928967188,363.2932547,131981.9889,53240.475,4.34E+10,2.790837873,-8.05E-13,131962.6225,-6728080.362,5.10E+10,2441.91899,2470.680051,757,8758,2485.819369,1.69E+07,1.496335623,2475,9.814280112,838.5910972,703235.0283,52908.61472,4.69E+10,3.075088455,1.20E-12,703131.839,8.82E+08,4.85E+12,2216.196412,2353.251223,95,0.549099128,0.895133882,1.642961664,0.391343072,165.9637565,16.4924225,14.09712585,8.580313321,46.627417,0.570913462,0.608656928,1.117151322,0.822510823,3493,8004,5370.793103,623012,0.375125094,5116,1.892821013,1297.304507,1682998.983,992.971559,3.54E+09,0.022860169,2.04E-13,1668490.371,8.19E+08,5.36E+12,5074.32818,5219.201222,8004,5370.793103,623012,0.375125094,5116,1.892821013,1297.304507,1682998.983,8758,2565.765904,6170667,0.735901941,2583,6.927340656,908.5579913,825477.6236,0,4,71,41,0,116,0,0,7,91,18,116,4,4,5,4,4,5
/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D06_T0001F012Zall#13#1,/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra/AssayPlate_PerkinElmer_CellCarrier-384 Ultra_D06_T0001F012Zall,/spin1/users/jowharzm/data/Exp12/170502-EXP12-64-57-03-Plate-1_20170502_143847/AssayPlate_PerkinElmer_CellCarrier-384 Ultra,tif, D06,1,12,X,Y,Xist,X,Y,,Red,XY,13,1,38.19469027,37.67699115,0.745356023,38.13466188,37.73571662,0.745356023,6588.5,0.772097199,0.949657405,1.882060278,0.46866739,113.6820877,124.4829306,125.6507539,66.76234306,327.4629868,0.669780823,0.53133261,1.053011323,0.98755902,1358,4792,2827.879328,1.90E+07,-0.034276067,2842,3.218526033,464.9975477,216222.7194,53381.72176,5.53E+10,2.450480705,4.18E-12,216190.5864,-3446219.75,1.50E+11,2745.991832,2788.01159,502,8349,2275.809184,1.53E+07,2.205806623,2210,11.80903132,904.9920039,819010.5272,51566.97335,4.04E+10,3.379505314,-1.35E-11,818888.8136,1.63E+09,7.92E+12,1991.119817,2128.969365,201,0.797318474,0.968264482,1.5425855,0.351737716,196.6992442,20.88061302,19.86907781,12.88037376,56.28427125,0.702797203,0.648262284,1.032775671,0.954869359,3517,8349,5689.438053,1285813,0.224990684,5675,2.325293021,1065.2945,1134852.372,1950.089121,7.57E+09,0.041162069,9.42E-13,1129830.901,2.72E+08,2.99E+12,5490.491776,5589.879019,8349,5689.438053,1285813,0.224990684,5675,2.325293021,1065.2945,1134852.372,4490,2333.794171,5125012,-0.154680594,2411,3.421780737,671.3992267,450776.9216,0,0,49,92,85,226,0,0,3,70,153,226,4,4,5,5,5,5
